Angle1,x1,y1,Angle2,x2,y2,Angle3,x3,y3
-2.42,42,-992,0.559874481,9,921,-2.260496625,-3,76
-3,52,-992,0.931049875,15,923,-0.716158271,-1,80
-2.65,46,-994,1.184398475,19,919,-5.262383094,-7,76
-2.26,39,-990,0.816658937,13,912,-4.205347168,-5,68
-2.37,41,-990,0.944348195,15,910,-2.602556117,-3,66
-2.42,42,-992,0.935101604,15,919,-3.972486651,-5,72
-2.53,44,-996,0.68576932,11,919,-2.385938451,-3,72
-2.25,39,-994,0.806927568,13,923,-0.795721692,-1,72
-2.37,41,-990,0.81309322,13,916,-0.895171617,-1,64
-2.14,37,-992,0.810439299,13,919,-0.86804942,-1,66
-1.67,29,-994,0.562930368,9,916,-2.602556117,-3,66
-2.14,37,-988,0.81309322,13,916,-2.770209319,-3,62
-1.91,33,-990,0.814872178,13,914,-2.683768884,-3,64
-1.44,25,-994,0.562930368,9,916,-3.06647833,-3,56
-1.67,29,-994,0.812206651,13,917,-0.98775809,-1,58
-1.68,29,-990,0.933071341,15,921,-2.862398533,-3,60
-1.67,29,-996,0.684280277,11,921,-5.290068835,-5,54
-1.56,27,-992,0.806927568,13,923,-2.862398533,-3,60
-1.56,27,-994,1.059755056,17,919,-2.96092921,-3,58
-1.32,23,-996,0.684280277,11,921,-1.145760159,-1,50
-1.1,19,-990,0.684280277,11,921,-1.145760159,-1,50
-1.21,21,-992,0.812206651,13,917,-3.900484621,-3,44
-0.29,5,-998,0.940216124,15,914,-4.635452587,-3,37
-0.17,3,-996,0.94227763,15,912,-4.398695069,-3,39
-0.29,5,-998,0.814872178,13,914,-4.899080998,-3,35
-0.52,9,-994,0.935101604,15,919,0,0,39
-0.4,7,-1000,0.682797687,11,923,-1.39717776,-1,41
-0.29,5,-994,0.935101604,15,919,-1.548154079,-1,37
-0.29,5,-998,0.68576932,11,919,-1.636573215,-1,35
-0.52,9,-994,0.810439299,13,919,-4.398695069,-3,39
-0.29,5,-996,0.682797687,11,923,-4.635452587,-3,37
0,0,-998,0.935101604,15,919,-5.527527226,-3,31
0.29,-5,-996,0.81309322,13,916,-10.49145248,-5,27
0.63,-11,-998,0.691032391,11,912,-8.972605633,-3,19
0.29,-5,-992,0.562316525,9,917,-12.26474505,-5,23
-0.06,1,-998,0.684280277,11,921,-5.194416761,-3,33
0,0,-996,0.679851696,11,927,-6.34017692,-3,27
0.06,-1,-996,0.931049875,15,923,-6.34017692,-3,27
0.52,-9,-994,0.684280277,11,921,2.290604686,1,25
0.75,-13,-990,0.938163618,15,916,-8.972605633,-3,19
0.63,-11,-996,0.812206651,13,917,-2.726304619,-1,21
0.75,-13,-996,0.68576932,11,919,-8.972605633,-3,19
0.86,-15,-996,0.81309322,13,916,-3.366452791,-1,17
0.4,-7,-996,0.808679621,13,921,0,0,19
0.52,-9,-994,0.810439299,13,919,3.814065915,1,15
0.75,-13,-990,0.808679621,13,921,0,0,15
0.87,-15,-992,0.806927568,13,923,-8.972605633,-3,19
0.87,-15,-992,0.564162084,9,914,-18.43490571,-3,9
1.21,-21,-992,0.561092846,9,919,0,0,17
1.09,-19,-996,0.933071341,15,921,-24.44389762,-5,11
0.63,-11,-994,0.679851696,11,927,-8.972605633,-3,19
0.98,-17,-996,0.935101604,15,919,-21.03746183,-5,13
1.1,-19,-994,0.561092846,9,919,-6.34017692,-1,9
1.44,-25,-992,0.938163618,15,916,-11.30990603,-1,5
1.79,-31,-992,0.687264856,11,917,0,0,5
1.91,-33,-988,0.437362845,7,917,11.30990603,1,5
1.67,-29,-992,0.689520432,11,914,-44.99989477,-1,1
1.67,-29,-992,0.689520432,11,914,-11.30990603,-1,5
1.56,-27,-990,1.062065879,17,917,-59.03610542,-5,3
1.56,-27,-994,0.687264856,11,917,-44.99989477,-5,5
1.44,-25,-992,0.556250926,9,927,-6.34017692,-1,9
1.33,-23,-990,0.557453555,9,925,-30.96368413,-3,5
1.68,-29,-990,0.806927568,13,923,-30.96368413,-3,5
1.91,-33,-988,0.68576932,11,919,-44.99989477,1,-1
2.14,-37,-990,0.562930368,9,916,0,0,-9
2.37,-41,-990,0.812206651,13,917,0,0,-5
2.14,-37,-992,0.687264856,11,917,8.130083342,-1,-7
2.27,-39,-986,0.684280277,11,921,35.53759469,-5,-7
2.25,-39,-992,0.435463405,7,921,0,0,-9
2.37,-41,-990,0.806927568,13,923,0,0,-9
2.14,-37,-992,1.048350134,17,929,8.130083342,-1,-7
2.42,-42,-992,0.682797687,11,923,-4.398695069,1,-13
2.89,-50,-992,0.311725137,5,919,3.814065915,-1,-15
3.12,-54,-990,0.562316525,9,917,10.0079564,-3,-17
3.12,-54,-992,0.687264856,11,917,2.4895471,-1,-23
3.35,-58,-992,0.687264856,11,917,2.4895471,-1,-23
3.35,-58,-990,0.684280277,11,921,2.726304619,-1,-21
3.35,-58,-990,0.812206651,13,917,-2.726304619,1,-21
3.11,-54,-994,0.436411058,7,919,-8.130083342,3,-21
3.1,-54,-996,0.808679621,13,921,0,0,-23
3.35,-58,-990,0.687264856,11,917,6.842757411,-3,-25
3.58,-62,-992,0.812206651,13,917,6.34017692,-3,-27
3.46,-60,-992,0.81309322,13,916,0,0,-29
3.69,-64,-992,0.687264856,11,917,5.906127303,-3,-29
3.48,-60,-988,0.806927568,13,923,6.34017692,-3,-27
3.58,-62,-990,0.562316525,9,917,0,0,-27
3.47,-60,-990,0.684280277,11,921,2.121091437,-1,-27
3.94,-68,-988,0.562930368,9,916,0,0,-33
3.95,-68,-986,0.687264856,11,917,5.194416761,-3,-33
4.06,-70,-986,0.814872178,13,914,1.46879728,-1,-39
3.92,-68,-992,0.81309322,13,916,1.548154079,-1,-37
3.92,-68,-992,0.688015073,11,916,1.548154079,-1,-37
4.17,-72,-988,0.68576932,11,919,0,0,-31
4.04,-70,-992,0.929037147,15,925,-1.847605945,1,-31
4.28,-74,-988,0.689520432,11,914,1.46879728,-1,-39
4.27,-74,-990,0.687264856,11,917,1.363924342,-1,-42
4.62,-80,-990,0.437840297,7,916,-1.301949628,1,-44
4.6,-80,-994,0.436411058,7,919,0,0,-42
4.93,-85,-986,0.564162084,9,914,1.301949628,-1,-44
4.9,-85,-992,0.566641756,9,910,1.245361355,-1,-46
4.62,-80,-990,0.437840297,7,916,0,0,-52
4.64,-80,-986,0.687264856,11,917,1.193486633,-1,-48
4.73,-82,-990,0.688015073,11,916,0,0,-46
4.78,-83,-992,0.562316525,9,917,0,0,-46
4.5,-78,-992,0.558661395,9,923,1.193486633,-1,-48
4.39,-76,-990,0.681321507,11,925,4.184906339,-3,-41
4.9,-85,-992,0.684280277,11,921,0,0,-52
5.13,-89,-992,0.438798334,7,914,0,0,-52
5.39,-93,-986,0.564162084,9,914,0,0,-54
5.39,-93,-986,0.436411058,7,919,0,0,-54
4.79,-83,-990,0.80518309,13,925,0,0,-52
4.92,-85,-988,0.684280277,11,921,3.301857953,-3,-52
5.04,-87,-986,0.435463405,7,921,1.060909209,-1,-54
5.27,-91,-986,0.684280277,11,921,0,0,-52
5.51,-95,-984,0.561092846,9,919,-2.96092921,3,-58
5.62,-97,-986,0.437362845,7,917,-2.862398533,3,-60
5.96,-103,-986,0.814872178,13,914,0.842522291,-1,-68
6.36,-109,-978,0.313430383,5,914,0.86804942,-1,-66
5.95,-103,-988,0.688015073,11,916,0.895171617,-1,-64
5.84,-101,-988,0.559874481,9,921,0,0,-68
6.21,-107,-984,0.562930368,9,916,-0.86804942,1,-66
5.96,-103,-986,0.437840297,7,916,0,0,-70
6.67,-115,-984,0.436411058,7,919,-0.75384657,1,-76
6.64,-115,-988,0.438798334,7,914,-0.75384657,1,-76
6.65,-115,-986,0.689520432,11,914,0.75384657,-1,-76
6.41,-111,-988,0.437840297,7,916,0,0,-76
6.19,-107,-986,0.562316525,9,917,-0.818453548,1,-70
6.67,-115,-984,0.562930368,9,916,2.202593011,-3,-78
6.79,-117,-982,0.565399201,9,912,-3.576326012,5,-80
7.24,-125,-984,0.566641756,9,910,-2.070025812,3,-83
7.24,-125,-984,0.313430383,5,914,-0.658541638,1,-87
7.21,-125,-988,0.438798334,7,914,-0.674035322,1,-85
7.21,-125,-988,0.566641756,9,910,-0.690275584,1,-83
7.01,-121,-984,0.812206651,13,917,0,0,-85
6.88,-119,-986,0.562930368,9,916,0.658541638,-1,-87
7.28,-126,-986,0.689520432,11,914,0.643744209,-1,-89
7.43,-128,-982,0.689520432,11,914,-0.629597136,1,-91
7.23,-125,-986,0.312405004,5,917,0,0,-85
7.24,-125,-984,0.437362845,7,917,0.690275584,-1,-83
7.43,-128,-982,0.562930368,9,916,0.629597136,-1,-91
7.9,-136,-980,0.695608317,11,906,0.603089784,-1,-95
7.54,-130,-982,0.938163618,15,916,-0.616058468,1,-93
7.25,-125,-982,0.436411058,7,919,0,0,-85
7.56,-130,-980,0.566641756,9,910,0,0,-87
8,-138,-982,0.44267278,7,906,0,0,-97
8.1,-140,-984,0.566641756,9,910,0.578724212,-1,-99
7.74,-134,-986,0.564162084,9,914,0,0,-99
7.51,-130,-986,0.561092846,9,919,-0.590655833,1,-97
7.75,-134,-984,0.562930368,9,916,0,0,-95
7.9,-136,-980,0.187648823,3,916,0,0,-99
8.08,-140,-986,0.562316525,9,917,-0.578724212,1,-99
8.36,-144,-980,0.570402405,9,904,0,0,-105
8.13,-140,-980,0.567889784,9,908,-1.668333547,3,-103
8.57,-148,-982,0.44267278,7,906,-1.576546369,3,-109
8.34,-144,-982,0.565399201,9,912,0,0,-107
8.34,-144,-982,0.437362845,7,917,0.556250926,-1,-103
8.38,-144,-978,0.564162084,9,914,-0.556250926,1,-103
8.23,-142,-982,0.312405004,5,917,0.516163023,-1,-111
8.59,-148,-980,0.566641756,9,910,-1.494330097,3,-115
8.51,-146,-976,0.564162084,9,914,0,0,-103
8.83,-152,-978,0.437840297,7,916,0,0,-111
9.06,-156,-978,0.440727042,7,910,0,0,-115
9.16,-158,-980,0.44267278,7,906,-0.489694448,1,-117
8.93,-154,-980,0.440727042,7,910,-0.48146468,1,-119
9.14,-158,-982,0.566641756,9,910,-0.498210448,1,-115
8.95,-154,-978,0.687264856,11,917,-0.489694448,1,-117
9.06,-156,-978,0.566641756,9,910,-2.290604686,5,-125
9.29,-160,-978,0.441697768,7,908,-0.48146468,1,-119
9.42,-162,-976,0.439760573,7,912,-2.366242458,5,-121
9.63,-166,-978,0.565399201,9,912,-1.39717776,3,-123
9.94,-171,-976,0.566641756,9,910,-0.447613124,1,-128
9.8,-169,-978,0.316197924,5,906,-0.427571507,1,-134
9.96,-171,-974,0.440727042,7,910,-2.136905857,5,-134
9.8,-169,-978,0.566641756,9,910,-0.454717798,1,-126
9.69,-167,-978,0.440727042,7,910,-2.202593011,5,-130
10.3,-177,-974,0.316897463,5,904,-0.41517857,1,-138
10.49,-181,-978,0.189719987,3,906,-0.409247651,1,-140
10.51,-181,-976,0.698692749,11,902,-0.409247651,1,-140
10.26,-177,-978,0.441697768,7,908,-0.421283919,1,-136
10.07,-173,-974,0.188886059,3,910,-0.409247651,1,-140
10.53,-181,-974,0.443652105,7,904,-1.961413081,5,-146
10.87,-187,-974,0.44267278,7,906,-1.177142133,3,-146
10.73,-185,-976,0.566641756,9,910,0,0,-146
10.62,-183,-976,0.441697768,7,908,-1.934927785,5,-148
11.09,-191,-974,0.316897463,5,904,-1.145760159,3,-150
11.12,-191,-972,0.316897463,5,904,-0.372044417,1,-154
11.48,-197,-970,0.318305867,5,900,-0.367274748,1,-156
11.77,-203,-974,0.574213302,9,898,-1.060909209,3,-162
11.77,-203,-974,0.316897463,5,904,-0.362625826,1,-158
11.59,-199,-970,0.443652105,7,904,-0.367274748,1,-156
11.48,-197,-970,0.314808071,5,910,-1.116007782,3,-154
11.66,-201,-974,0.440727042,7,910,-1.812548447,5,-158
11.71,-201,-970,0.697147121,11,904,-1.087761297,3,-158
11.55,-199,-974,0.572937358,9,900,0,0,-162
11.82,-203,-970,0.570402405,9,904,-1.047974195,3,-164
11.71,-201,-970,0.445623813,7,900,-1.746277537,5,-164
12.42,-214,-972,0.446616253,7,898,-1.029152398,3,-167
12.17,-210,-974,0.317600104,5,902,-1.005083655,3,-171
12.08,-208,-972,0.954839021,15,900,-1.047974195,3,-164
11.77,-203,-974,0.443652105,7,904,-2.474198682,7,-162
11.93,-205,-970,0.569143321,9,906,-1.060909209,3,-162
12.22,-210,-970,0.190561311,3,902,0,0,-162
12.24,-210,-968,0.570402405,9,904,0,0,-164
12.42,-214,-972,0.700245245,11,900,-1.029152398,3,-167
12.89,-222,-970,0.448614455,7,894,-1.655482668,5,-173
12.72,-218,-966,0.574213302,9,898,-0.331185014,1,-173
12.58,-216,-968,0.317600104,5,902,-0.331185014,1,-173
12.63,-216,-964,0.445623813,7,900,-1.618090749,5,-177
12.83,-220,-966,0.317600104,5,902,-1.600020974,5,-179
12.67,-218,-970,0.190139719,3,904,-1.600020974,5,-179
12.67,-218,-970,0.572937358,9,900,-0.949564636,3,-181
13.12,-226,-970,0.571667071,9,902,-1.618090749,5,-177
13.34,-230,-970,0.19141013,3,898,-1.582350222,5,-181
12.98,-224,-972,0.576782316,9,894,-0.97101966,3,-177
12.78,-220,-970,0.445623813,7,900,-1.582350222,5,-181
12.98,-224,-972,0.317600104,5,902,-1.618090749,5,-177
13.42,-230,-964,0.445623813,7,900,-1.515404356,5,-189
13.48,-232,-968,0.448614455,7,894,-0.899857611,3,-191
13.19,-226,-964,0.446616253,7,898,-0.303148735,1,-189
13.73,-236,-966,0.19141013,3,898,-1.515404356,5,-189
13.5,-232,-966,0.318305867,5,900,-0.299974461,1,-191
13.73,-236,-966,0.319014774,5,898,-2.098901025,7,-191
13.87,-238,-964,0.317600104,5,902,-0.919102634,3,-187
13.67,-234,-962,0.319014774,5,898,-0.899857611,3,-191
14.04,-240,-960,0.448614455,7,894,-0.290838342,1,-197
14.12,-242,-962,0.063803588,1,898,-1.46879728,5,-195
14.04,-240,-960,0.319726846,5,896,-0.872455083,3,-197
14.15,-242,-960,0.317600104,5,902,-0.872455083,3,-197
13.9,-238,-962,0.190139719,3,904,-1.484011205,5,-193
13.84,-236,-958,0.318305867,5,900,-0.890534171,3,-193
14.15,-242,-960,0.575494942,9,896,-0.872455083,3,-197
14.29,-244,-958,0.320442104,5,894,-0.846672044,3,-203
14.53,-248,-957,0.321882263,5,890,-1.39717776,5,-205
14.67,-250,-955,0.321160569,5,892,-1.410937521,5,-203
14.48,-248,-960,0.578075462,9,892,-1.439286262,5,-199
14.3,-244,-957,0.316197924,5,906,-1.439286262,5,-199
14.34,-246,-962,0.319014774,5,898,-1.410937521,5,-203
14.62,-251,-962,0.321882263,5,890,-1.42497094,5,-201
14.76,-253,-960,0.321160569,5,892,-0.275457712,1,-208
14.81,-253,-957,0.320442104,5,894,-1.377033974,5,-208
14.68,-251,-958,0.448614455,7,894,0,0,-207
14.76,-253,-960,0.192697633,3,892,-1.377033974,5,-208
14.92,-255,-957,0.321882263,5,890,-0.810733323,3,-212
15.07,-259,-962,0.448614455,7,894,-0.810733323,3,-212
15.1,-259,-960,0.446616253,7,898,-1.891150279,7,-212
15.13,-259,-958,0.321160569,5,892,-0.810733323,3,-212
14.81,-253,-957,0.192697633,3,892,-0.265255723,1,-216
14.76,-253,-960,0.319726846,5,896,-0.270260475,1,-212
15.14,-259,-957,0.319726846,5,896,-1.326051276,5,-216
15.14,-259,-957,0.449620276,7,892,-1.301949628,5,-220
15.43,-263,-953,0.322607207,5,888,-0.795721692,3,-216
15.4,-263,-955,0.321160569,5,892,-1.839136523,7,-218
15.29,-261,-955,0.447613124,7,896,-0.803157374,3,-214
15.26,-261,-957,0.319014774,5,898,-1.326051276,5,-216
15.59,-267,-957,0.324066938,5,884,-1.301949628,5,-220
15.4,-263,-955,0.321882263,5,890,-1.290224335,5,-222
15.37,-263,-957,0.448614455,7,894,-0.795721692,3,-216
15.62,-267,-955,0.321160569,5,892,-0.774218354,3,-222
15.62,-267,-955,0.322607207,5,888,-1.290224335,5,-222
15.87,-271,-953,0.450630617,7,890,-0.767306521,3,-224
15.76,-269,-953,0.193565634,3,888,-1.806021074,7,-222
15.87,-271,-953,0.064522096,1,888,-0.767306521,3,-224
16.1,-275,-953,0.452664982,7,886,-1.267396022,5,-226
15.99,-273,-953,0.194002573,3,886,0,0,-234
16.1,-275,-953,0.323335425,5,886,-1.256282091,5,-228
15.87,-271,-953,0.323335425,5,886,-1.256282091,5,-228
16.06,-275,-955,0.449620276,7,892,-0.740850677,3,-232
16.08,-273,-947,0.321882263,5,890,-1.758524448,7,-228
15.87,-271,-953,0.194002573,3,886,-1.245361355,5,-230
16.49,-281,-949,0.452664982,7,886,-1.234628818,5,-232
16.72,-285,-949,0.324066938,5,884,-1.183625925,5,-242
16.49,-281,-949,0.194882397,3,882,-1.670649365,7,-240
16.75,-285,-947,0.321882263,5,890,-1.203512995,5,-238
16.42,-279,-947,0.578075462,9,892,-0.722175773,3,-238
16.35,-279,-951,0.193565634,3,888,-1.21370922,5,-236
16.64,-283,-947,0.580679228,9,888,-0.716158271,3,-240
16.78,-285,-945,0.19444149,3,884,-0.710240216,3,-242
16.67,-283,-945,0.194002573,3,886,-0.72829525,3,-236
16.76,-287,-953,0.451645509,7,888,-1.656850073,7,-242
17.08,-291,-947,0.196217197,3,876,-1.183625925,5,-242
17.05,-291,-949,0.327026389,5,876,-0.687514747,3,-250
17.12,-291,-945,0.323335425,5,886,-1.643276812,7,-244
17,-289,-945,0.580679228,9,888,-1.629924074,7,-246
17.08,-291,-947,0.194002573,3,886,-1.643276812,7,-244
17.14,-292,-947,0.585957764,9,880,-1.164385317,5,-246
17.04,-289,-943,0.324066938,5,884,-1.203512995,5,-238
16.83,-287,-949,0.449620276,7,892,-1.173926799,5,-244
17.08,-291,-947,0.321882263,5,890,-1.629924074,7,-246
17.32,-296,-949,0.194882397,3,882,-1.145760159,5,-250
17.61,-300,-945,0.457832172,7,876,-0.674035322,3,-255
17.83,-304,-945,0.32628147,5,878,-0.668790389,3,-257
17.61,-300,-945,0.195770237,3,878,-0.224687654,1,-255
17.47,-298,-947,0.324801767,5,882,-2.021360214,9,-255
17.72,-302,-945,0.195325308,3,880,-0.226463823,1,-253
17.61,-300,-945,0.452664982,7,886,-0.674035322,3,-255
17.8,-304,-947,0.324066938,5,884,-1.132177628,5,-253
17.91,-306,-947,0.195325308,3,880,-0.674035322,3,-255
17.72,-302,-945,0.195770237,3,878,-2.021360214,9,-255
18.09,-308,-943,0.327026389,5,876,-1.097483487,5,-261
18.16,-310,-945,0.457832172,7,876,-1.097483487,5,-261
18.09,-308,-943,0.32628147,5,878,-1.123300087,5,-255
18.12,-308,-941,0.325539937,5,880,-1.105956166,5,-259
18.31,-312,-943,0.196217197,3,876,-1.105956166,5,-259
18.31,-312,-943,0.196441444,3,875,-1.089139623,5,-263
18.12,-308,-941,0.06510866,1,880,-0.648602242,3,-265
18.09,-308,-943,0.325539937,5,880,-1.548154079,7,-259
18.31,-312,-943,0.32628147,5,878,-1.072826767,5,-267
18.49,-316,-945,0.196217197,3,876,-1.930582927,9,-267
18.75,-318,-937,0.455751204,7,880,-1.888183591,9,-273
18.38,-312,-939,0.195325308,3,880,-1.513118018,7,-265
18.45,-316,-947,0.195770237,3,878,-1.072826767,5,-267
18.82,-320,-939,0.195770237,3,878,-1.056995305,5,-271
18.64,-316,-937,0.065781424,1,871,-0.208346884,1,-275
19,-324,-941,0.196891478,3,873,-0.620506197,3,-277
19,-322,-935,0.32628147,5,878,-1.056995305,5,-271
19,-324,-941,0.325539937,5,880,-0.634243231,3,-271
18.78,-320,-941,0.195770237,3,878,-1.049253487,5,-273
18.97,-322,-937,0.457832172,7,876,-0.629597136,3,-273
18.85,-322,-943,0.459405411,7,873,-1.46879728,7,-273
18.82,-320,-939,0.06540596,1,876,-1.034105127,5,-277
18.78,-320,-941,0.327400125,5,875,-1.479632311,7,-271
18.82,-320,-939,0.196217197,3,876,-1.458119746,7,-275
18.93,-322,-939,0.32628147,5,878,-1.034105127,5,-277
19.29,-328,-937,0.459405411,7,873,-0.611674044,3,-281
19.29,-330,-943,0.328903652,5,871,-1.834464743,9,-281
19.11,-326,-941,0.06540596,1,876,-0.625018612,3,-275
19.18,-328,-943,0.196891478,3,873,-1.026693779,5,-279
19.43,-332,-941,0.196441444,3,875,-1.026693779,5,-279
19.36,-330,-939,0.197343579,3,871,-1.026693779,5,-279
19.47,-332,-939,0.196217197,3,876,-1.426998531,7,-281
19.22,-326,-935,0.196441444,3,875,-1.437223635,7,-279
19.4,-330,-937,0.327400125,5,875,-0.607351585,3,-283
19.47,-332,-939,0.460460257,7,871,-0.998081009,5,-287
19.71,-335,-935,0.065630722,1,873,-1.377980024,7,-291
19.63,-332,-931,0,0,875,-1.39717776,7,-287
19.59,-332,-933,0.327400125,5,875,-0.998081009,5,-287
19.71,-335,-935,0.196891478,3,873,-1.834464743,9,-281
20.05,-339,-929,0.197343579,3,871,-1.821509092,9,-283
19.64,-333,-933,0.197343579,3,871,-1.416917861,7,-283
19.71,-335,-935,0.328903652,5,871,-1.39717776,7,-287
20.12,-341,-931,0.065480709,1,875,-1.373262725,7,-292
20.04,-341,-935,0.198254038,3,867,0,0,-292
20.26,-343,-929,0.196891478,3,873,-0.98099395,5,-292
20.01,-339,-931,-0.065781424,-1,871,-0.584629154,3,-294
20.01,-339,-931,0.065630722,1,873,-1.377980024,7,-291
20.22,-343,-931,0.328150166,5,873,-1.354712083,7,-296
20.52,-347,-927,0,0,867,-0.584629154,3,-294
20.48,-347,-929,0.06593282,1,869,-1.354712083,7,-296
20.37,-345,-929,0,0,867,-1.741560778,9,-296
20.52,-347,-927,0.198254038,3,867,-0.961246138,5,-298
20.48,-347,-929,0,0,865,-0.954839021,5,-300
20.52,-347,-927,0,0,869,-1.327807007,7,-302
21,-355,-925,0,0,859,-0.554456681,3,-310
21.04,-355,-923,-0.066700372,-1,859,-0.930042422,5,-308
21.1,-357,-925,0.198712425,3,865,-0.558056822,3,-308
21.1,-357,-925,0.066237711,1,865,-0.561704019,3,-306
20.89,-353,-925,0.198712425,3,865,-1.310456145,7,-306
20.95,-355,-927,0.330421052,5,867,-0.930042422,5,-308
21.32,-361,-925,0.066391217,1,863,-1.695757352,9,-304
21.36,-361,-923,0.333498245,5,859,-1.277079929,7,-314
21.73,-367,-921,0.200100393,3,859,-0.543929661,3,-316
21.62,-365,-921,0.066700372,1,859,-1.611015341,9,-320
21.73,-367,-921,0.066856032,1,857,-1.245361355,7,-322
21.55,-363,-919,0.066700372,1,859,-1.253142389,7,-320
21.73,-367,-921,0.463654062,7,865,-2.370758786,13,-314
22.05,-373,-921,0.066700372,1,859,-1.59113655,9,-324
22.2,-375,-919,0.335058435,5,855,-1.245361355,7,-322
22.21,-376,-921,0.336633292,5,851,-1.237676337,7,-324
22.13,-373,-917,0.201036528,3,855,-1.944475667,11,-324
22.32,-376,-916,0.201036528,3,855,-1.222587333,7,-328
22.53,-380,-916,0,0,855,-1.562221264,9,-330
22.72,-384,-917,0.201981462,3,851,-1.562221264,9,-330
22.58,-380,-914,0.200100393,3,859,-1.562221264,9,-330
22.32,-376,-916,0,0,857,-1.571742239,9,-328
22.74,-384,-916,0.201036528,3,855,-1.562221264,9,-330
22.68,-382,-914,0,0,859,-0.86804942,5,-330
23.17,-392,-916,0.067327402,1,851,-1.18994615,7,-337
23.21,-392,-914,0.202935322,3,847,-0.830313545,5,-345
23.41,-394,-910,0,0,847,-1.511850807,9,-341
23.47,-396,-912,0,0,849,-1.155663191,7,-347
23.21,-392,-914,0.06701242,1,855,-0.840051905,5,-341
23.18,-388,-906,0.335058435,5,855,-1.511850807,9,-341
23.72,-398,-906,-0.067486006,-1,849,-1.477210737,9,-349
23.99,-404,-908,0.067966333,1,843,-0.820798367,5,-349
23.72,-398,-906,0.067486006,1,849,-1.142496751,7,-351
23.61,-396,-906,-0.067327402,-1,851,-1.477210737,9,-349
23.61,-396,-906,0.201507887,3,853,-1.155663191,7,-347
23.99,-404,-908,0,0,849,-1.452254579,9,-355
24.08,-404,-904,0.068127965,1,841,-0.811498786,5,-353
23.87,-400,-904,0.067966333,1,843,-1.774790168,11,-355
23.97,-402,-904,0.067645359,1,847,-1.460479097,9,-353
24.08,-404,-904,0.068290368,1,839,-1.444122154,9,-357
24.44,-410,-902,0.339827839,5,843,-1.764853672,11,-357
23.87,-400,-904,0,0,853,-1.784839151,11,-353
24.13,-404,-902,-0.067805466,-1,845,-1.460479097,9,-353
24.65,-414,-902,0.340635972,5,841,-1.444122154,9,-357
24.17,-404,-900,0.068127965,1,841,-1.444122154,9,-357
24.28,-406,-900,0.202457269,3,849,-1.123300087,7,-357
24.44,-410,-902,0.068127965,1,841,-1.774790168,11,-355
24.44,-410,-902,0.203898234,3,843,-1.110856685,7,-361
24.81,-416,-900,0,0,837,-1.09269998,7,-367
24.86,-417,-900,0,0,830,-1.404788765,9,-367
24.86,-416,-898,0.068453546,1,837,-1.086778912,7,-369
24.44,-410,-902,0.068127965,1,841,-1.117043738,7,-359
24.44,-410,-902,0,0,849,-0.789146315,5,-363
24.65,-412,-898,0.340635972,5,841,-1.436080284,9,-359
24.96,-419,-900,0.068290368,1,839,-1.420262225,9,-363
25.12,-423,-902,0,0,841,-1.06939452,7,-375
24.95,-416,-894,0.204383124,3,841,-0.776316251,5,-369
24.8,-414,-896,0.067966333,1,843,-2.051033621,13,-363
24.96,-419,-900,0.205359857,3,837,-1.075127196,7,-373
25.37,-423,-892,0.068453546,1,837,-1.680190476,11,-375
25.01,-417,-894,0.068127965,1,841,-1.086778912,7,-369
25.22,-423,-898,0.206345971,3,833,-1.374831566,9,-375
25.84,-433,-894,0,0,833,-1.374831566,9,-375
25.48,-425,-892,0.068782255,1,833,-1.06939452,7,-375
25.42,-423,-890,0.068617507,1,835,-1.374831566,9,-375
25.48,-425,-892,0.068453546,1,837,-1.65809513,11,-380
25.48,-425,-892,0.342263823,5,837,-1.06939452,7,-375
25.63,-429,-894,0.068290368,1,839,-1.363924342,9,-378
26.31,-441,-892,0,0,833,-1.044336203,7,-384
26.15,-437,-890,-0.069030865,-1,830,-1.349647722,9,-382
26.15,-437,-890,0,0,833,-1.055326743,7,-380
25.94,-433,-890,0.068617507,1,835,-1.055326743,7,-380
26.05,-435,-890,0.068617507,1,835,-1.335666829,9,-386
26.26,-439,-890,0,0,832,-1.038926324,7,-386
26.56,-443,-886,0.069197606,1,828,-1.607364163,11,-392
26.67,-445,-886,0.20809465,3,826,-1.012696345,7,-396
26.67,-447,-890,0.20759201,3,828,-1.909147969,13,-390
26.67,-447,-890,0,0,830,-1.308556217,9,-394
26.77,-447,-886,0.069030865,1,830,-1.615602699,11,-390
26.56,-443,-886,0.068782255,1,833,-1.315230185,9,-392
27.13,-453,-884,0.345150316,5,830,-1.301949628,9,-396
27.03,-449,-880,0.068864925,1,832,-0.723391428,5,-396
27.5,-457,-878,0.070043542,1,818,-0.709068322,5,-404
27.44,-458,-882,0,0,818,-1.288934546,9,-400
27.34,-457,-884,0.069365154,1,826,-1.282524084,9,-402
27.55,-458,-878,0.069533516,1,824,-1.002571459,7,-400
27.55,-458,-878,0.069533516,1,824,-1.843035821,13,-404
27.96,-466,-878,0.210129787,3,818,-2.085085559,15,-412
27.7,-462,-880,-0.070043542,-1,818,-0.98775809,7,-406
27.7,-460,-876,0.069533516,1,824,-1.269892537,9,-406
27.81,-462,-876,0.069365154,1,826,-1.269892537,9,-406
27.65,-460,-878,0.069872704,1,820,-1.824979122,13,-408
28.14,-468,-875,0.209107267,3,822,-0.98775809,7,-406
28.14,-468,-875,0.070387736,1,814,-1.529374779,11,-412
28.19,-468,-873,0.069702697,1,822,-1.239375912,9,-416
