Angle1,x1,y1,Angle2,x2,y2,Angle3,x3,y3
-1.91,33,-990,0.689520432,11,914,-2.602556117,-3,66
-2.14,37,-992,0.814872178,13,914,-4.332303852,-5,66
-1.9,33,-994,1.06555107,17,914,-8.004710139,-9,64
-2.03,35,-988,0.814872178,13,914,-4.332303852,-5,66
-2.13,37,-996,0.940216124,15,914,-5.877378863,-7,68
-2.03,35,-988,0.692550996,11,910,-2.770209319,-3,62
-1.91,33,-990,1.070233724,17,910,-2.526111004,-3,68
-2.02,35,-990,0.816658937,13,912,-4.332303852,-5,66
-2.26,39,-990,0.564162084,9,914,-2.770209319,-3,62
-1.9,33,-994,0.691032391,11,912,0,0,66
-2.14,37,-990,0.689520432,11,914,-2.683768884,-3,64
-2.02,35,-990,0.818453548,13,910,-5.877378863,-7,68
-2.02,35,-990,0.688015073,11,916,-0.924043192,-1,62
-2.03,35,-988,0.814872178,13,914,0,0,64
-2.15,37,-986,0.566641756,9,910,-0.842522291,-1,68
-2.38,41,-988,0.689520432,11,914,-2.602556117,-3,66
-1.91,33,-988,0.565399201,9,912,0,0,64
-2.14,37,-988,0.441697768,7,908,-0.895171617,-1,64
-2.14,37,-988,0.689520432,11,914,-4.332303852,-5,66
-2.15,37,-986,0.820256063,13,908,-4.467148615,-5,64
-2.02,35,-992,0.94227763,15,912,-0.842522291,-1,68
-1.92,33,-986,0.692550996,11,910,-2.526111004,-3,68
-2.15,37,-986,1.067887264,17,912,-4.467148615,-5,64
-2.03,35,-988,0.944348195,15,910,-0.86804942,-1,66
-2.14,37,-988,0.818453548,13,910,-6.054177737,-7,66
-2.14,37,-988,0.94227763,15,912,0,0,64
-1.91,33,-988,0.944348195,15,910,-4.332303852,-5,66
-2.37,41,-992,0.944348195,15,910,-2.683768884,-3,64
-1.91,33,-988,0.814872178,13,914,-2.683768884,-3,64
-2.14,37,-992,0.566641756,9,910,-4.205347168,-5,68
-2.14,37,-988,0.818453548,13,910,-4.467148615,-5,64
-2.38,41,-988,1.072590517,17,908,-2.602556117,-3,66
-2.02,35,-990,0.691032391,11,912,-2.683768884,-3,64
-2.27,39,-986,0.944348195,15,910,-2.683768884,-3,64
-2.14,37,-988,1.067887264,17,912,-2.683768884,-3,64
-2.27,39,-986,0.822066534,13,906,-5.710579784,-7,70
-2.02,35,-990,1.070233724,17,910,-0.86804942,-1,66
-2.14,37,-988,0.946427879,15,908,-4.467148615,-5,64
-2.02,35,-992,0.816658937,13,912,-2.683768884,-3,64
-2.26,39,-990,0.691032391,11,912,-2.602556117,-3,66
-2.27,39,-986,0.816658937,13,912,-2.770209319,-3,62
-2.15,37,-986,0.938163618,15,916,-4.467148615,-5,64
-2.27,39,-986,0.816658937,13,912,-2.602556117,-3,66
-2.03,35,-988,0.691032391,11,912,-4.205347168,-5,68
-2.37,41,-990,0.692550996,11,910,-4.610638537,-5,62
-2.14,37,-992,0.938163618,15,916,-4.205347168,-5,68
-1.91,33,-988,0.688015073,11,916,-2.602556117,-3,66
-2.02,35,-990,0.691032391,11,912,-4.610638537,-5,62
-2.14,37,-992,0.814872178,13,914,-0.895171617,-1,64
-2.02,35,-992,0.816658937,13,912,-0.924043192,-1,62
-2.14,37,-988,0.814872178,13,914,-4.467148615,-5,64
-2.02,35,-992,0.944348195,15,910,-4.332303852,-5,66
-2.01,35,-996,1.06555107,17,914,0,0,66
-2.13,37,-994,0.691032391,11,912,-5.877378863,-7,68
-2.02,35,-994,0.81309322,13,916,-4.205347168,-5,68
-2.01,35,-996,0.689520432,11,914,-4.610638537,-5,62
-2.36,41,-994,0.816658937,13,912,-4.205347168,-5,68
-2.24,39,-996,0.940216124,15,914,-4.332303852,-5,66
-2.25,39,-992,0.938163618,15,916,-2.526111004,-3,68
-2.02,35,-992,0.816658937,13,912,-2.602556117,-3,66
-2.25,39,-994,0.937140721,15,917,-4.610638537,-5,62
-2.24,39,-996,0.81309322,13,916,-2.602556117,-3,66
-2.02,35,-994,0.691032391,11,912,-0.86804942,-1,66
-1.9,33,-994,0.816658937,13,912,-2.454025936,-3,70
-2.13,37,-994,0.94227763,15,912,-2.602556117,-3,66
-2.13,37,-994,0.814872178,13,914,-4.205347168,-5,68
-2.02,35,-994,1.193486633,19,912,-0.86804942,-1,66
-2.02,35,-990,0.944348195,15,910,0,0,64
-2.25,39,-992,0.940216124,15,914,-2.602556117,-3,66
-2.14,37,-990,0.94227763,15,912,-6.241899751,-7,64
-2.14,37,-992,0.940216124,15,914,-4.610638537,-5,62
-2.02,35,-992,0.94227763,15,912,-4.467148615,-5,64
-2.14,37,-990,0.81309322,13,916,-0.895171617,-1,64
-2.01,35,-996,0.691032391,11,912,-4.332303852,-5,66
-2.14,37,-990,0.814872178,13,914,-2.683768884,-3,64
-2.14,37,-992,0.691032391,11,912,-0.842522291,-1,68
-2.03,35,-986,0.814872178,13,914,-0.895171617,-1,64
-2.02,35,-990,0.816658937,13,912,-4.467148615,-5,64
-1.8,31,-988,0.691032391,11,912,-2.683768884,-3,64
-2.14,37,-988,0.940216124,15,914,-4.332303852,-5,66
-2.27,39,-986,0.816658937,13,912,-4.205347168,-5,68
-2.15,37,-984,1.06555107,17,914,-2.683768884,-3,64
-2.14,37,-988,0.816658937,13,912,-4.332303852,-5,66
-1.92,33,-986,0.688015073,11,916,-0.895171617,-1,64
-2.27,39,-986,0.565399201,9,912,-2.526111004,-3,68
-2.15,37,-986,0.814872178,13,914,-4.467148615,-5,64
-2.14,37,-990,0.816658937,13,912,-4.467148615,-5,64
-2.03,35,-988,0.816658937,13,912,-2.683768884,-3,64
-2.14,37,-992,0.944348195,15,910,-0.842522291,-1,68
-2.26,39,-988,0.944348195,15,910,-6.241899751,-7,64
-2.04,35,-982,0.688015073,11,916,-4.332303852,-5,66
-2.03,35,-986,0.940216124,15,914,-2.770209319,-3,62
-2.14,37,-990,0.692550996,11,910,-4.610638537,-5,62
-2.14,37,-990,0.816658937,13,912,-4.332303852,-5,66
-1.91,33,-990,0.814872178,13,914,-4.467148615,-5,64
-2.02,35,-990,0.940216124,15,914,-6.241899751,-7,64
-2.14,37,-988,1.063225074,17,916,-0.842522291,-1,68
-2.03,35,-986,0.94227763,15,912,-6.441585036,-7,62
-2.16,37,-982,0.816658937,13,912,-0.895171617,-1,64
-2.15,37,-986,0.564162084,9,914,-4.332303852,-5,66
-2.27,39,-984,0.814872178,13,914,-6.241899751,-7,64
-2.14,37,-990,0.816658937,13,912,-4.467148615,-5,64
-2.15,37,-986,0.818453548,13,910,-4.332303852,-5,66
-2.15,37,-986,0.812206651,13,917,-2.602556117,-3,66
-2.03,35,-986,0.814872178,13,914,-6.241899751,-7,64
-2.26,39,-988,0.94227763,15,912,-2.602556117,-3,66
-2.02,35,-990,0.814872178,13,914,-2.770209319,-3,62
-2.15,37,-986,1.06555107,17,914,-2.602556117,-3,66
-2.26,39,-988,0.692550996,11,910,-0.818453548,-1,70
-2.03,35,-986,0.938163618,15,916,-4.467148615,-5,64
-1.91,33,-990,0.814872178,13,914,-2.683768884,-3,64
-2.03,35,-988,0.938163618,15,916,-2.526111004,-3,68
-2.26,39,-988,0.688015073,11,916,-2.683768884,-3,64
-2.14,37,-988,0.940216124,15,914,-2.602556117,-3,66
-2.03,35,-988,0.692550996,11,910,-2.683768884,-3,64
-2.15,37,-984,0.81309322,13,916,-4.332303852,-5,66
-2.15,37,-986,0.816658937,13,912,-4.467148615,-5,64
-2.03,35,-986,0.81309322,13,916,-0.842522291,-1,68
-1.91,33,-988,0.81309322,13,916,-2.602556117,-3,66
-2.03,35,-988,0.565399201,9,912,-0.924043192,-1,62
-2.14,37,-990,0.81309322,13,916,-0.818453548,-1,70
-2.14,37,-988,0.689520432,11,914,-0.895171617,-1,64
-2.03,35,-988,0.691032391,11,912,-2.602556117,-3,66
-1.92,33,-986,0.814872178,13,914,-4.332303852,-5,66
-2.15,37,-986,0.688015073,11,916,-2.602556117,-3,66
-2.14,37,-992,0.691032391,11,912,-0.842522291,-1,68
-2.14,37,-988,0.814872178,13,914,-6.054177737,-7,66
-2.37,41,-990,0.940216124,15,914,-2.683768884,-3,64
-2.26,39,-988,0.940216124,15,914,-2.602556117,-3,66
-1.92,33,-984,0.940216124,15,914,0,0,62
-2.14,37,-990,0.688015073,11,916,-2.602556117,-3,66
-2.15,37,-986,0.81309322,13,916,-2.526111004,-3,68
-1.91,33,-988,0.689520432,11,914,-2.526111004,-3,68
-2.37,41,-992,0.814872178,13,914,-0.895171617,-1,64
-2.02,35,-992,0.940216124,15,914,0,0,68
-1.9,33,-994,0.816658937,13,912,-2.526111004,-3,68
-2.03,35,-988,0.818453548,13,910,-2.602556117,-3,66
-2.14,37,-990,0.69407629,11,908,-4.610638537,-5,62
-2.03,35,-986,0.818453548,13,910,-6.054177737,-7,66
-2.02,35,-990,0.818453548,13,910,-2.770209319,-3,62
-2.38,41,-988,0.692550996,11,910,-6.441585036,-7,62
-2.14,37,-988,0.818453548,13,910,-0.895171617,-1,64
-2.37,41,-990,0.691032391,11,912,-4.205347168,-5,68
-2.13,37,-994,0.820256063,13,908,-2.683768884,-3,64
-2.14,37,-990,0.814872178,13,914,-4.205347168,-5,68
-2.26,39,-988,0.814872178,13,914,-4.467148615,-5,64
-2.02,35,-990,0.691032391,11,912,-6.054177737,-7,66
-2.37,41,-992,0.940216124,15,914,-4.332303852,-5,66
-2.27,39,-984,0.816658937,13,912,-4.205347168,-5,68
-2.14,37,-990,0.814872178,13,914,-4.467148615,-5,64
-2.25,39,-992,0.814872178,13,914,-4.467148615,-5,64
-2.02,35,-992,0.816658937,13,912,0,0,62
-2.03,35,-986,0.814872178,13,914,-2.683768884,-3,64
-2.14,37,-990,0.940216124,15,914,-4.467148615,-5,64
-2.02,35,-990,0.689520432,11,914,-2.683768884,-3,64
-2.14,37,-988,0.692550996,11,910,-4.610638537,-5,62
-2.14,37,-988,0.814872178,13,914,-4.467148615,-5,64
-2.37,41,-992,1.06555107,17,914,-2.602556117,-3,66
-1.91,33,-992,0.688015073,11,916,-6.054177737,-7,66
-2.14,37,-990,0.94227763,15,912,-2.602556117,-3,66
-2.02,35,-990,0.816658937,13,912,-4.332303852,-5,66
-2.38,41,-986,1.063225074,17,916,-2.526111004,-3,68
-2.02,35,-994,0.818453548,13,910,-0.818453548,-1,70
-2.26,39,-988,0.814872178,13,914,-4.085607226,-5,70
-2.14,37,-990,0.566641756,9,910,0,0,66
-2.14,37,-992,0.691032391,11,912,-7.76514786,-9,66
-2.26,39,-990,0.689520432,11,914,-4.205347168,-5,68
-1.9,33,-994,0.944348195,15,910,-0.86804942,-1,66
-2.02,35,-992,1.190875818,19,914,-4.467148615,-5,64
-2.25,39,-994,0.818453548,13,910,-4.332303852,-5,66
-2.14,37,-990,0.818453548,13,910,-4.332303852,-5,66
-2.14,37,-992,0.814872178,13,914,-4.332303852,-5,66
-2.02,35,-994,0.81309322,13,916,-4.332303852,-5,66
-2.14,37,-992,0.940216124,15,914,-2.683768884,-3,64
-2.37,41,-992,0.565399201,9,912,-2.683768884,-3,64
-2.25,39,-994,1.063225074,17,916,-2.683768884,-3,64
-2.26,39,-990,0.818453548,13,910,-2.602556117,-3,66
-2.02,35,-990,0.689520432,11,914,-0.895171617,-1,64
-2.04,35,-984,0.81309322,13,916,-4.610638537,-5,62
-2.14,37,-990,0.818453548,13,910,-2.770209319,-3,62
-2.27,39,-984,0.812206651,13,917,-4.467148615,-5,64
-2.14,37,-988,0.691032391,11,912,-4.332303852,-5,66
-2.27,39,-986,0.937140721,15,917,-4.205347168,-5,68
-2.27,39,-986,0.944348195,15,910,-4.467148615,-5,64
-2.03,35,-988,0.688015073,11,916,-0.86804942,-1,66
-1.91,33,-988,0.818453548,13,910,-2.526111004,-3,68
-2.27,39,-986,0.938163618,15,916,-4.205347168,-5,68
-2.38,41,-986,0.81309322,13,916,-4.205347168,-5,68
-2.02,35,-990,0.688015073,11,916,-2.683768884,-3,64
-2.02,35,-992,0.81309322,13,916,-4.332303852,-5,66
-2.26,39,-988,0.94227763,15,912,-2.602556117,-3,66
-2.26,39,-988,0.814872178,13,914,-4.332303852,-5,66
-2.02,35,-990,0.692550996,11,910,-0.924043192,-1,62
-2.14,37,-988,0.689520432,11,914,-0.818453548,-1,70
-1.91,33,-988,1.06555107,17,914,-0.86804942,-1,66
-2.14,37,-988,0.81309322,13,916,-2.770209319,-3,62
-2.03,35,-988,0.691032391,11,912,-4.205347168,-5,68
-2.03,35,-986,0.816658937,13,912,-4.467148615,-5,64
-2.26,39,-990,0.687264856,11,917,-4.332303852,-5,66
-2.37,41,-990,1.067887264,17,912,0,0,66
-2.14,37,-990,0.814872178,13,914,-2.770209319,-3,62
-2.15,37,-986,0.691032391,11,912,-4.467148615,-5,64
-2.14,37,-990,1.067887264,17,912,-4.332303852,-5,66
-1.91,33,-990,0.940216124,15,914,-0.924043192,-1,62
-2.02,35,-990,0.818453548,13,910,-2.454025936,-3,70
-1.79,31,-992,0.814872178,13,914,-0.895171617,-1,64
-2.26,39,-988,0.81309322,13,916,-2.526111004,-3,68
-2.25,39,-992,0.692550996,11,910,-4.610638537,-5,62
-2.14,37,-992,0.689520432,11,914,-4.467148615,-5,64
-2.03,35,-988,0.937140721,15,917,-4.467148615,-5,64
-2.13,37,-994,0.812206651,13,917,0,0,64
-2.14,37,-988,0.944348195,15,910,-2.526111004,-3,68
-2.25,39,-994,0.689520432,11,914,-2.770209319,-3,62
-2.25,39,-994,0.940216124,15,914,0,0,64
-2.25,39,-992,0.689520432,11,914,-2.602556117,-3,66
-2.14,37,-992,0.814872178,13,914,-0.924043192,-1,62
-2.02,35,-992,0.816658937,13,912,-0.924043192,-1,62
-2.14,37,-988,0.940216124,15,914,0.895171617,1,64
-2.02,35,-992,0.689520432,11,914,-2.526111004,-3,68
-2.25,39,-994,0.814872178,13,914,-6.054177737,-7,66
-2.26,39,-990,1.063225074,17,916,-4.332303852,-5,66
-2.14,37,-990,0.689520432,11,914,-0.895171617,-1,64
-2.37,41,-992,0.688015073,11,916,-4.205347168,-5,68
-2.14,37,-992,0.818453548,13,910,-4.467148615,-5,64
-2.13,37,-994,0.940216124,15,914,-4.467148615,-5,64
-2.25,39,-992,0.814872178,13,914,-2.683768884,-3,64
-2.13,37,-994,0.814872178,13,914,-4.332303852,-5,66
-2.26,39,-990,0.940216124,15,914,-6.241899751,-7,64
-2.26,39,-990,0.814872178,13,914,-2.683768884,-3,64
-2.25,39,-994,0.562930368,9,916,-6.441585036,-7,62
-2.25,39,-992,0.94227763,15,912,-2.770209319,-3,62
-1.91,33,-988,1.06555107,17,914,-4.205347168,-5,68
-2.25,39,-992,0.812206651,13,917,-4.332303852,-5,66
-2.37,41,-990,0.81309322,13,916,-2.683768884,-3,64
-2.14,37,-990,0.812206651,13,917,-2.526111004,-3,68
-2.14,37,-988,0.689520432,11,914,-2.526111004,-3,68
-2.14,37,-990,0.816658937,13,912,-4.332303852,-5,66
-2.37,41,-992,0.689520432,11,914,-0.895171617,-1,64
-2.02,35,-992,0.562930368,9,916,-4.467148615,-5,64
-2.14,37,-990,0.940216124,15,914,-6.441585036,-7,62
-2.26,39,-990,0.938163618,15,916,-4.332303852,-5,66
-2.14,37,-992,0.816658937,13,912,-6.241899751,-7,64
-2.37,41,-992,0.94227763,15,912,-0.86804942,-1,66
-2.02,35,-990,0.689520432,11,914,-0.895171617,-1,64
-2.24,39,-996,0.94227763,15,912,-5.877378863,-7,68
-2.02,35,-992,0.688015073,11,916,-2.683768884,-3,64
-2.13,37,-996,1.067887264,17,912,-6.441585036,-7,62
-2.13,37,-996,0.687264856,11,917,-0.924043192,-1,62
-2.25,39,-992,0.94227763,15,912,-7.76514786,-9,66
-1.9,33,-996,0.816658937,13,912,-4.205347168,-5,68
-2.02,35,-994,0.944348195,15,910,-4.332303852,-5,66
-2.02,35,-994,0.691032391,11,912,-2.602556117,-3,66
-1.9,33,-994,0.691032391,11,912,-4.085607226,-5,70
-1.9,33,-994,0.691032391,11,912,-6.054177737,-7,66
-2.14,37,-990,0.944348195,15,910,-2.683768884,-3,64
-2.13,37,-994,0.940216124,15,914,-0.924043192,-1,62
-2.26,39,-990,0.692550996,11,910,-2.602556117,-3,66
-1.78,31,-998,0.940216124,15,914,-0.924043192,-1,62
-2.14,37,-992,0.564162084,9,914,-4.467148615,-5,64
-1.91,33,-992,0.940216124,15,914,-0.895171617,-1,64
-2.13,37,-994,0.816658937,13,912,-0.924043192,-1,62
-2.25,39,-994,0.692550996,11,910,-2.770209319,-3,62
-2.02,35,-990,0.940216124,15,914,-0.86804942,-1,66
-2.38,41,-986,0.94227763,15,912,-4.467148615,-5,64
-2.14,37,-990,0.814872178,13,914,-0.818453548,-1,70
-2.25,39,-992,0.814872178,13,914,-2.602556117,-3,66
-2.02,35,-992,0.689520432,11,914,-2.602556117,-3,66
-2.14,37,-988,0.691032391,11,912,-2.683768884,-3,64
-2.14,37,-992,0.816658937,13,912,-2.526111004,-3,68
-1.91,33,-992,0.814872178,13,914,0,0,66
-1.9,33,-994,0.940216124,15,914,-6.241899751,-7,64
-2.14,37,-992,0.940216124,15,914,-4.467148615,-5,64
-2.14,37,-992,0.691032391,11,912,-2.683768884,-3,64
-1.91,33,-992,0.818453548,13,910,-4.467148615,-5,64
-2.36,41,-994,0.81309322,13,916,0,0,66
-2.02,35,-990,0.81309322,13,916,0,0,66
-2.25,39,-994,1.06555107,17,914,-2.602556117,-3,66
-2.13,37,-996,0.820256063,13,908,-6.054177737,-7,66
-2.14,37,-988,0.818453548,13,910,0.842522291,1,68
-2.14,37,-990,0.940216124,15,914,0,0,64
-2.38,41,-988,0.944348195,15,910,-0.818453548,-1,70
-2.02,35,-990,0.818453548,13,910,-4.332303852,-5,66
-2.03,35,-986,0.566641756,9,910,-6.054177737,-7,66
-2.37,41,-992,0.691032391,11,912,-4.332303852,-5,66
-2.37,41,-990,0.944348195,15,910,-4.205347168,-5,68
-2.14,37,-992,0.94227763,15,912,-0.86804942,-1,66
-2.37,41,-990,0.695608317,11,906,-4.332303852,-5,66
-2.14,37,-988,0.818453548,13,910,-2.770209319,-3,62
-2.25,39,-992,0.818453548,13,910,-4.332303852,-5,66
-2.03,35,-988,0.565399201,9,912,-0.818453548,-1,70
-1.91,33,-990,0.692550996,11,910,-2.683768884,-3,64
-1.91,33,-990,0.566641756,9,910,-4.467148615,-5,64
-2.14,37,-988,0.692550996,11,910,-2.602556117,-3,66
-2.14,37,-990,0.814872178,13,914,-0.842522291,-1,68
-2.36,41,-994,0.692550996,11,910,-0.86804942,-1,66
-1.92,33,-986,0.814872178,13,914,-4.332303852,-5,66
-2.02,35,-990,0.944348195,15,910,-2.683768884,-3,64
-2.14,37,-990,0.94227763,15,912,-2.602556117,-3,66
-2.03,35,-988,0.692550996,11,910,-0.842522291,-1,68
-1.92,33,-986,0.940216124,15,914,-4.205347168,-5,68
-2.02,35,-990,1.190875818,19,914,0.86804942,1,66
-2.02,35,-990,0.818453548,13,910,-2.526111004,-3,68
-2.03,35,-986,0.689520432,11,914,-4.332303852,-5,66
-2.26,39,-988,0.940216124,15,914,-0.842522291,-1,68
-2.14,37,-990,0.940216124,15,914,-5.877378863,-7,68
-1.91,33,-990,0.940216124,15,914,-0.895171617,-1,64
-2.14,37,-992,1.06555107,17,914,-2.770209319,-3,62
-2.02,35,-992,0.692550996,11,910,-0.924043192,-1,62
-2.02,35,-990,0.814872178,13,914,-6.441585036,-7,62
-1.91,33,-988,0.816658937,13,912,-4.205347168,-5,68
-2.02,35,-992,0.437840297,7,916,-4.205347168,-5,68
-2.14,37,-992,1.067887264,17,912,-6.054177737,-7,66
-1.91,33,-990,0.562930368,9,916,-4.332303852,-5,66
-2.25,39,-992,1.063225074,17,916,-4.467148615,-5,64
-2.26,39,-990,0.688015073,11,916,-2.526111004,-3,68
-2.02,35,-994,0.814872178,13,914,-0.86804942,-1,66
-2.14,37,-990,0.816658937,13,912,-2.526111004,-3,68
-2.37,41,-990,0.816658937,13,912,-4.332303852,-5,66
-2.38,41,-986,0.818453548,13,910,-2.602556117,-3,66
-2.14,37,-992,0.940216124,15,914,-0.86804942,-1,66
-1.91,33,-990,0.814872178,13,914,-2.770209319,-3,62
-2.14,37,-988,0.692550996,11,910,-5.710579784,-7,70
-2.14,37,-990,0.689520432,11,914,0.842522291,1,68
-2.14,37,-992,0.820256063,13,908,-2.602556117,-3,66
-2.37,41,-990,0.689520432,11,914,-0.842522291,-1,68
-2.26,39,-988,0.689520432,11,914,0.86804942,1,66
-2.13,37,-994,0.816658937,13,912,-0.895171617,-1,64
-2.13,37,-994,0.946427879,15,908,-2.683768884,-3,64
-2.02,35,-994,0.564162084,9,914,-2.602556117,-3,66
-2.14,37,-990,0.69407629,11,908,-0.86804942,-1,66
-2.26,39,-990,0.567889784,9,908,-2.454025936,-3,70
-2.26,39,-990,0.94227763,15,912,0,0,64
-2.26,39,-988,0.94227763,15,912,-0.818453548,-1,70
-2.26,39,-988,0.565399201,9,912,0,0,66
-2.27,39,-986,0.688015073,11,916,-2.602556117,-3,66
-2.14,37,-990,0.944348195,15,910,-2.602556117,-3,66
-2.26,39,-990,0.940216124,15,914,-2.602556117,-3,66
-2.14,37,-990,0.688015073,11,916,0,0,70
-2.14,37,-988,0.565399201,9,912,0,0,66
-2.26,39,-990,0.938163618,15,916,0,0,66
-2.26,39,-990,0.565399201,9,912,-4.085607226,-5,70
-2.26,39,-988,0.692550996,11,910,-0.895171617,-1,64
-2.25,39,-992,0.818453548,13,910,-2.454025936,-3,70
-2.14,37,-992,0.814872178,13,914,-2.602556117,-3,66
-2.14,37,-992,0.818453548,13,910,-0.86804942,-1,66
-2.14,37,-992,0.691032391,11,912,-4.332303852,-5,66
-2.26,39,-990,0.940216124,15,914,-4.467148615,-5,64
-2.37,41,-992,0.818453548,13,910,-4.332303852,-5,66
-2.14,37,-992,0.937140721,15,917,-0.842522291,-1,68
-2.27,39,-986,0.812206651,13,917,-0.842522291,-1,68
-2.26,39,-990,0.814872178,13,914,-4.205347168,-5,68
-2.26,39,-990,0.689520432,11,914,-4.085607226,-5,70
-2.03,35,-988,0.689520432,11,914,-4.332303852,-5,66
-2.14,37,-988,0.820256063,13,908,-2.683768884,-3,64
-2.15,37,-986,0.818453548,13,910,-2.526111004,-3,68
-2.26,39,-990,0.689520432,11,914,-0.86804942,-1,66
-2.38,41,-988,0.816658937,13,912,-2.602556117,-3,66
-2.26,39,-990,0.689520432,11,914,-0.842522291,-1,68
-2.27,39,-986,0.816658937,13,912,-2.602556117,-3,66
-2.14,37,-992,0.565399201,9,912,-2.683768884,-3,64
-2.15,37,-986,0.814872178,13,914,-4.205347168,-5,68
-2.04,35,-984,0.816658937,13,912,0.842522291,1,68
-2.15,37,-984,0.818453548,13,910,-2.683768884,-3,64
-2.27,39,-984,0.689520432,11,914,-2.683768884,-3,64
-2.38,41,-988,0.818453548,13,910,-0.895171617,-1,64
-2.14,37,-988,0.566641756,9,910,-0.895171617,-1,64
-2.26,39,-990,0.814872178,13,914,-2.683768884,-3,64
-2.15,37,-986,0.818453548,13,910,0,0,66
-2.14,37,-988,0.689520432,11,914,-0.842522291,-1,68
-2.14,37,-992,0.818453548,13,910,-0.86804942,-1,66
-2.26,39,-990,0.814872178,13,914,-4.205347168,-5,68
-2.38,41,-986,0.818453548,13,910,-2.454025936,-3,70
-2.26,39,-990,0.566641756,9,910,-2.602556117,-3,66
-2.15,37,-986,0.567889784,9,908,0,0,66
-2.14,37,-990,0.816658937,13,912,-2.454025936,-3,70
-2.38,41,-988,0.692550996,11,910,-2.602556117,-3,66
-2.25,39,-992,0.69407629,11,908,-2.526111004,-3,68
-2.43,42,-990,0.818453548,13,910,0,0,68
-2.14,37,-988,0.565399201,9,912,-0.86804942,-1,66
-2.14,37,-992,0.816658937,13,912,-0.818453548,-1,70
-2.26,39,-990,0.69407629,11,908,-0.86804942,-1,66
-2.03,35,-988,0.565399201,9,912,-0.842522291,-1,68
-2.13,37,-994,0.820256063,13,908,-2.602556117,-3,66
-2.14,37,-990,0.944348195,15,910,-2.454025936,-3,70
-2.26,39,-988,0.816658937,13,912,-0.895171617,-1,64
-2.02,35,-990,0.940216124,15,914,-6.054177737,-7,66
-2.14,37,-988,0.816658937,13,912,-2.602556117,-3,66
-2.43,42,-988,0.814872178,13,914,-0.818453548,-1,70
-2.14,37,-992,0.816658937,13,912,-2.526111004,-3,68
-2.26,39,-990,0.816658937,13,912,-0.86804942,-1,66
-2.02,35,-990,0.816658937,13,912,-0.818453548,-1,70
-2.25,39,-994,0.566641756,9,910,-2.526111004,-3,68
-2.13,37,-996,0.820256063,13,908,-2.683768884,-3,64
-2.14,37,-992,0.564162084,9,914,-2.602556117,-3,66
-2.25,39,-992,1.193486633,19,912,-4.332303852,-5,66
-1.91,33,-992,0.565399201,9,912,-0.842522291,-1,68
-2.25,39,-994,0.692550996,11,910,0,0,68
-2.25,39,-992,0.566641756,9,910,-2.602556117,-3,66
-2.26,39,-988,0.946427879,15,908,-4.332303852,-5,66
-2.25,39,-992,0.689520432,11,914,-2.683768884,-3,64
-2.25,39,-994,0.814872178,13,914,0,0,70
-2.25,39,-992,0.816658937,13,912,-2.526111004,-3,68
-2.14,37,-992,0.820256063,13,908,-0.86804942,-1,66
-2.27,39,-986,0.940216124,15,914,-0.86804942,-1,66
-2.27,39,-986,0.814872178,13,914,-2.683768884,-3,64
-2.14,37,-990,0.692550996,11,910,-5.877378863,-7,68
-2.13,37,-996,0.944348195,15,910,-0.895171617,-1,64
-2.37,41,-992,0.691032391,11,912,-2.526111004,-3,68
-2.26,39,-990,0.689520432,11,914,-4.467148615,-5,64
-2.37,41,-992,0.565399201,9,912,-2.602556117,-3,66
-2.26,39,-990,0.944348195,15,910,0.842522291,1,68
-2.14,37,-992,0.94227763,15,912,-0.86804942,-1,66
-2.24,39,-996,0.814872178,13,914,0,0,68
-2.13,37,-994,0.566641756,9,910,-2.526111004,-3,68
-2.25,39,-992,0.691032391,11,912,-0.86804942,-1,66
-2.25,39,-992,0.814872178,13,914,-2.683768884,-3,64
-2.14,37,-988,0.566641756,9,910,-4.205347168,-5,68
-2.38,41,-988,0.814872178,13,914,-0.842522291,-1,68
-2.14,37,-992,0.816658937,13,912,-4.467148615,-5,64
-2.38,41,-986,0.689520432,11,914,0,0,64
-2.25,39,-992,0.814872178,13,914,-2.602556117,-3,66
-2.37,41,-992,0.938163618,15,916,-0.842522291,-1,68
-2.02,35,-990,0.691032391,11,912,-2.454025936,-3,70
-2.14,37,-990,0.814872178,13,914,-0.818453548,-1,70
-2.25,39,-994,0.814872178,13,914,-0.842522291,-1,68
-1.91,33,-988,0.814872178,13,914,-0.842522291,-1,68
-2.24,39,-996,0.818453548,13,910,0,0,64
-2.25,39,-994,0.689520432,11,914,-2.602556117,-3,66
-2.02,35,-992,0.814872178,13,914,-0.924043192,-1,62
-2.25,39,-992,0.691032391,11,912,-2.602556117,-3,66
-2.13,37,-994,0.814872178,13,914,0,0,66
-2.37,41,-990,0.689520432,11,914,-4.085607226,-5,70
-2.25,39,-994,0.816658937,13,912,-0.842522291,-1,68
-2.24,39,-996,0.816658937,13,912,-2.526111004,-3,68
-2.24,39,-996,0.691032391,11,912,-2.454025936,-3,70
-2.14,37,-992,0.689520432,11,914,-4.205347168,-5,68
-2.13,37,-996,0.814872178,13,914,-4.332303852,-5,66
-2.37,41,-990,0.691032391,11,912,0,0,70
-2.37,41,-992,0.814872178,13,914,-2.526111004,-3,68
-2.36,41,-994,0.816658937,13,912,-2.602556117,-3,66
-2.36,41,-994,0.566641756,9,910,0,0,66
-2.36,41,-996,0.695608317,11,906,-2.454025936,-3,70
-2.26,39,-990,0.691032391,11,912,-2.602556117,-3,66
