Angle1,x1,y1,x2,y2,x3,y3
-2.03,35,-986,19,916,-9,62
-2.28,39,-980,15,914,-7,64
-2.16,37,-982,13,914,-5,68
-2.04,35,-984,17,914,-7,66
-2.55,44,-988,15,914,-7,70
-2.03,35,-986,13,912,-3,64
-2.38,41,-988,13,912,-5,70
-2.14,37,-988,17,912,-3,68
-1.92,33,-982,15,910,-7,64
-2.15,37,-986,13,916,-5,66
-1.92,33,-984,17,914,-3,60
-1.8,31,-984,11,916,-3,62
-1.8,31,-988,17,910,-5,60
-1.91,33,-988,15,916,-5,66
-2.15,37,-984,15,914,-1,64
-2.39,41,-982,15,916,-5,74
-2.04,35,-984,15,912,-5,66
-2.38,41,-986,19,914,-7,70
-2.68,46,-982,17,914,-7,78
-2.68,46,-982,13,914,-7,74
-2.44,42,-984,15,908,-9,74
-2.56,44,-986,15,912,-3,72
-2.44,42,-984,13,910,-5,72
-2.15,37,-984,15,912,-5,68
-2.05,35,-980,11,916,1,66
-2.05,35,-980,9,910,-1,58
-1.58,27,-980,17,914,-3,54
-1.22,21,-984,17,914,-3,50
-1.69,29,-982,15,912,-7,58
-1.57,27,-986,13,916,-7,58
-1.34,23,-980,15,910,-3,52
-1.46,25,-982,15,914,-7,52
-1.8,31,-984,17,912,-3,60
-1.92,33,-984,15,916,-7,62
-2.16,37,-982,19,908,-3,64
-1.92,33,-982,13,914,-7,58
-2.38,41,-986,17,908,-5,64
-2.69,46,-978,17,914,-9,72
-2.39,41,-984,7,914,-3,66
-1.93,33,-978,11,910,-3,66
-2.4,41,-980,9,912,-3,66
-2.46,42,-978,11,910,-9,72
-1.69,29,-982,11,912,-7,58
-1.58,27,-980,13,916,-1,58
-1.81,31,-982,13,916,-9,56
-1.93,33,-980,23,910,-11,60
-1.81,31,-982,23,910,-11,56
-1.57,27,-982,15,916,-7,54
-1.58,27,-980,17,917,-5,56
-1.68,29,-986,19,917,-7,52
-1.58,27,-978,15,910,-5,58
-2.05,35,-980,15,908,-7,62
-1.92,33,-984,21,910,-9,64
-1.57,27,-982,11,914,-7,56
-1.8,31,-986,13,914,-5,60
-1.58,27,-980,13,912,-1,64
-1.8,31,-984,21,914,-9,60
-1.57,27,-982,21,912,-7,60
-2.15,37,-986,19,914,-7,62
-2.8,48,-982,21,912,-5,78
-2.92,50,-980,13,910,-7,76
-2.57,44,-982,9,914,-3,74
-2.56,44,-986,7,914,-3,72
-2.8,48,-980,13,914,-1,76
-2.8,48,-982,15,916,-9,72
-2.57,44,-982,17,914,-9,72
-1.92,33,-984,15,914,-5,68
-1.81,31,-980,11,914,-9,58
-2.28,39,-980,19,916,-7,62
-1.91,33,-988,7,914,-5,62
-2.04,35,-982,17,912,-5,64
-1.46,25,-982,11,916,-3,58
-2.04,35,-984,21,914,-7,62
-2.39,41,-984,17,916,-11,72
-2.39,41,-982,9,910,-5,74
-2.91,50,-982,19,914,-9,78
-2.45,42,-980,17,914,-11,74
-2.4,41,-980,17,910,-7,70
-2.27,39,-984,15,912,-9,68
-2.05,35,-980,13,908,1,60
-2.04,35,-984,11,908,0,68
-2.04,35,-984,13,914,-3,64
-2.4,41,-978,13,914,0,66
-2.28,39,-978,15,914,-3,70
-2.28,39,-978,15,914,-7,68
-1.81,31,-982,13,916,-3,62
-1.69,29,-982,17,912,-5,66
-1.69,29,-980,9,912,-3,58
-2.05,35,-980,15,916,-9,60
-2.05,35,-980,15,908,-3,62
-1.8,31,-984,19,910,-3,54
-1.81,31,-980,11,910,-5,60
-1.11,19,-980,17,912,0,50
-1.23,21,-980,11,912,-3,50
-1.22,21,-984,11,910,-1,48
-1.58,27,-980,19,914,-3,60
-1.46,25,-980,17,914,-7,56
-1.82,31,-978,19,914,-3,62
-1.93,33,-978,15,912,-7,68
-1.82,31,-976,15,912,-7,64
-2.47,42,-974,19,912,-9,64
-2.29,39,-976,13,910,-7,66
-2.29,39,-976,17,908,-7,68
-2.16,37,-980,13,908,-9,68
-2.05,35,-978,15,912,-5,70
-2.45,42,-980,9,912,0,74
-2.45,42,-982,13,912,-7,74
-2.67,46,-986,15,910,1,74
-2.91,50,-984,15,910,-7,76
-2.57,44,-980,13,908,-3,74
-2.26,39,-988,17,910,-11,72
-2.04,35,-982,15,908,-7,58
-2.03,35,-986,15,914,-7,66
-1.91,33,-988,13,912,-3,60
-2.55,44,-988,15,908,-5,74
-2.15,37,-986,15,908,-5,70
-2.69,46,-980,21,910,-7,70
-2.44,42,-984,21,908,-9,76
-2.27,39,-982,15,908,-11,70
-2.03,35,-988,15,908,-9,64
-2.14,37,-990,19,910,-9,68
-2.39,41,-984,17,912,-7,66
-2.45,42,-980,7,914,-1,70
-2.39,41,-982,13,914,-7,70
-2.39,41,-984,17,912,-3,68
-2.15,37,-986,15,912,-5,64
-2.03,35,-986,11,916,-1,60
-1.69,29,-982,13,914,-9,56
-1.45,25,-990,15,912,-7,58
-1.57,27,-984,15,912,-9,56
-2.03,35,-988,19,912,-7,66
-2.15,37,-984,9,916,-3,64
-1.69,29,-984,15,914,-3,60
-2.16,37,-982,19,914,-9,68
-2.39,41,-982,19,916,-5,76
-2.38,41,-986,15,912,-7,68
-2.15,37,-986,15,912,-3,70
-2.15,37,-984,17,912,-5,66
-1.92,33,-982,15,910,-5,64
-2.03,35,-986,13,910,-5,62
-1.92,33,-982,15,914,-5,64
-1.68,29,-986,21,912,-9,56
-1.92,33,-982,15,908,-7,62
-2.16,37,-982,15,912,-9,62
-1.93,33,-978,15,912,-5,64
-2.27,39,-982,15,910,-9,68
-2.16,37,-982,15,910,-5,70
-2.28,39,-978,15,916,-3,72
-2.27,39,-982,15,910,-7,70
-2.4,41,-980,13,908,-5,70
-2.45,42,-980,15,910,0,70
-2.28,39,-980,11,912,-5,70
-2.16,37,-980,9,912,-1,66
-2.91,50,-982,19,914,-7,80
-2.8,48,-982,21,908,-11,74
-2.79,48,-986,13,914,-3,78
-3.26,56,-984,23,908,-11,83
-3.26,56,-982,13,912,-3,78
-3.26,56,-982,17,912,-7,87
-3.37,58,-986,19,914,-5,83
-3.39,58,-980,15,916,-9,83
-3.15,54,-982,15,914,-7,80
-3.14,54,-984,15,916,-5,82
-2.04,35,-982,15,914,-9,66
-2.04,35,-984,9,917,-7,70
-2.16,37,-982,19,916,-7,64
-2.03,35,-986,19,914,-3,68
-2.15,37,-986,17,916,-5,66
-2.05,35,-980,17,914,-7,64
-2.16,37,-980,17,914,-5,64
-2.04,35,-984,15,914,-5,64
-2.04,35,-982,13,914,-7,62
-2.04,35,-982,13,917,-5,68
-2.15,37,-984,17,914,-5,68
-2.16,37,-980,15,916,-7,62
-2.16,37,-980,15,914,-7,66
-1.93,33,-978,13,912,-3,60
-2.28,39,-980,19,914,-7,66
-2.04,35,-984,13,914,-3,66
-2.16,37,-982,13,910,-3,70
-2.15,37,-986,13,910,-5,66
-1.8,31,-984,15,912,-9,66
-2.28,39,-980,17,912,-3,66
-2.04,35,-984,13,914,-7,60
-2.04,35,-982,17,916,-5,64
-2.39,41,-982,15,916,-7,64
-2.05,35,-980,19,912,-7,64
-2.04,35,-982,13,912,-9,66
-2.04,35,-984,11,910,-5,64
-2.16,37,-982,11,912,-5,62
-2.05,35,-980,15,914,-3,66
-2.16,37,-982,17,908,-5,64
-1.92,33,-982,15,916,-7,66
-2.45,42,-982,15,916,-7,64
-2.04,35,-984,11,914,-5,72
-1.92,33,-984,15,910,-3,64
-2.14,37,-988,15,914,-9,64
-2.04,35,-984,11,914,-5,64
-2.14,37,-988,15,916,-5,68
-2.03,35,-988,15,910,-7,66
-1.8,31,-986,11,916,-5,64
-2.26,39,-988,15,916,-3,64
-2.04,35,-984,13,912,-7,66
-2.15,37,-984,15,917,-7,66
-2.15,37,-984,15,916,-5,66
-2.15,37,-986,19,910,-5,64
-2.15,37,-984,19,914,-5,64
-2.04,35,-984,13,914,-11,68
-2.16,37,-982,13,914,0,66
-1.91,33,-988,17,914,-7,64
-2.03,35,-986,15,912,-3,64
-2.04,35,-982,15,910,-9,68
-1.92,33,-986,15,914,-5,62
-1.92,33,-986,17,912,-5,66
-2.16,37,-982,17,912,-7,64
-2.15,37,-986,13,912,-7,62
-2.15,37,-986,15,910,-5,64
-1.92,33,-984,15,914,-7,66
-2.04,35,-984,17,914,-5,66
-2.04,35,-984,19,910,-7,66
-2.04,35,-984,13,910,-5,62
-2.16,37,-980,17,916,-7,64
-1.92,33,-986,13,912,-3,68
-2.28,39,-980,15,914,-7,64
-2.04,35,-984,13,912,-1,68
-2.28,39,-978,19,912,-7,66
-1.92,33,-986,13,910,-5,62
-2.04,35,-982,15,910,-3,62
-2.17,37,-978,15,914,-3,60
-2.04,35,-984,15,912,-5,62
-1.92,33,-984,15,906,-3,62
-2.05,35,-980,15,912,-7,66
-2.05,35,-980,17,908,-7,66
-2.16,37,-980,13,908,-7,64
-2.16,37,-980,17,908,-7,66
-2.16,37,-980,15,908,-9,62
-2.04,35,-984,13,912,-7,68
-2.05,35,-980,17,910,-7,68
-1.93,33,-980,17,912,-5,64
-2.04,35,-984,15,908,-7,62
-2.4,41,-978,13,910,-7,62
-2.05,35,-980,13,910,-1,64
-2.04,35,-982,17,908,-7,64
-1.92,33,-982,11,912,-7,66
-2.04,35,-982,13,908,-3,68
-2.28,39,-980,15,914,-3,64
-2.28,39,-980,11,912,-5,62
-2.04,35,-982,17,912,-5,64
-2.04,35,-982,13,908,-7,66
-2.15,37,-984,13,910,-7,64
-1.92,33,-982,17,914,-7,64
-2.17,37,-978,13,910,-9,68
-1.92,33,-982,15,910,-7,66
-2.16,37,-982,13,910,0,64
-2.16,37,-980,15,908,-5,60
-2.05,35,-980,19,910,-5,66
-2.05,35,-978,13,912,-5,66
-2.05,35,-980,11,910,-3,68
-2.28,39,-978,17,910,-5,66
-2.17,37,-978,17,912,-7,68
-2.04,35,-984,17,910,-3,60
-2.16,37,-980,15,914,-7,66
-2.17,37,-976,15,914,-5,66
-1.81,31,-980,17,912,-7,64
-2.04,35,-982,17,910,-3,64
-2.05,35,-978,19,910,-7,66
-2.17,37,-978,15,910,-7,64
-2.17,37,-978,15,914,-5,62
-2.04,35,-984,15,912,-7,66
-2.16,37,-982,15,910,-3,64
-2.04,35,-984,17,912,-9,62
-2.16,37,-980,17,910,-7,62
-2.15,37,-986,17,910,-5,64
-2.04,35,-982,15,912,-1,62
-2.05,35,-978,17,910,-5,64
-1.93,33,-980,15,912,-3,64
-2.16,37,-982,19,910,-5,66
-2.05,35,-980,13,912,-7,64
-2.16,37,-980,15,912,-3,64
-1.92,33,-982,15,912,-9,66
-2.05,35,-978,17,912,-5,66
-2.17,37,-976,15,912,-7,64
-2.16,37,-980,15,910,-3,64
-2.17,37,-978,13,912,-3,66
-2.15,37,-984,11,912,-9,64
-2.05,35,-980,15,912,-3,62
-2.4,41,-978,15,914,-5,68
-2.15,37,-986,13,912,-5,64
-2.15,37,-984,13,912,-3,62
-1.93,33,-980,17,910,-9,64
-1.92,33,-982,15,914,-5,64
-1.92,33,-982,13,910,-9,64
-2.04,35,-984,13,908,-9,66
-1.92,33,-982,13,912,-7,64
-2.15,37,-984,13,916,-5,64
-1.93,33,-978,15,916,-5,66
-2.05,35,-980,19,912,-5,62
-2.05,35,-978,11,914,-1,64
-2.05,35,-980,15,912,-9,64
-2.05,35,-980,15,908,-3,66
-2.28,39,-980,15,914,-5,68
-2.16,37,-980,19,912,-3,68
-2.16,37,-982,13,914,-5,68
-2.17,37,-978,15,908,-9,68
-2.05,35,-980,13,912,-5,68
-2.16,37,-982,15,912,-5,66
-2.18,37,-972,21,912,-5,64
-2.17,37,-976,15,912,-5,68
-2.16,37,-980,17,912,-3,64
-2.16,37,-980,17,912,-3,64
-1.93,33,-978,17,912,-9,62
-2.04,35,-982,15,908,-7,66
-1.92,33,-984,15,912,-5,66
-2.17,37,-976,17,910,-7,68
-2.16,37,-980,13,912,-7,64
-1.92,33,-982,13,910,-5,64
-2.16,37,-980,15,914,-5,64
-1.92,33,-986,13,906,-9,64
-2.16,37,-982,17,910,-5,66
-1.93,33,-980,13,912,-7,70
-1.69,29,-980,11,910,-7,64
-1.93,33,-980,17,910,-5,66
-2.15,37,-986,17,906,-5,68
-2.57,44,-980,11,908,-7,76
-2.45,42,-982,15,910,-3,68
-2.15,37,-986,17,912,-5,66
-2.45,42,-982,15,914,-5,68
-2.43,42,-988,15,914,-7,72
-2.16,37,-982,21,916,-9,66
-2.16,37,-982,13,910,-9,68
-2.04,35,-982,13,908,-3,68
-1.92,33,-982,17,910,-1,62
-2.16,37,-982,11,912,-5,64
-2.56,44,-986,19,912,-7,72
-2.04,35,-984,17,912,-5,66
-1.92,33,-982,17,912,-7,62
-2.15,37,-984,13,910,-9,64
-2.27,39,-982,19,912,-7,64
-2.57,44,-982,19,910,-7,72
-2.16,37,-982,17,908,-5,70
-2.45,42,-982,15,906,-7,64
-2.56,44,-984,17,906,-5,76
-2.56,44,-986,13,914,-11,76
-2.45,42,-980,15,910,-7,74
-2.8,48,-980,15,912,-5,72
-2.68,46,-984,17,906,-11,74
-2.8,48,-982,19,910,-5,76
-2.45,42,-982,11,914,-5,70
-2.45,42,-980,5,910,1,72
-1.92,33,-982,15,910,-7,66
-2.05,35,-980,19,908,-9,66
-2.27,39,-986,13,914,-5,66
-2.39,41,-984,17,912,-5,68
-2.45,42,-982,15,914,-1,68
-2.27,39,-984,19,910,-11,68
-2.39,41,-984,17,914,-9,70
-2.15,37,-984,13,910,-3,66
-2.27,39,-984,13,914,-7,70
-2.39,41,-982,25,910,-9,70
-1.92,33,-982,17,912,-5,66
-1.81,31,-980,13,914,-3,60
-1.69,29,-982,17,910,-5,68
-2.45,42,-982,17,912,-3,66
-2.39,41,-984,15,912,-3,66
-2.04,35,-984,13,910,-1,62
-1.92,33,-982,15,914,-3,62
-2.27,39,-984,13,908,-7,62
-2.4,41,-980,17,908,-5,62
-1.82,31,-976,15,910,-5,62
-1.92,33,-982,15,914,-1,64
-1.7,29,-978,15,910,-3,68
-2.16,37,-980,11,912,-3,68
-2.16,37,-980,13,912,-9,70
-2.04,35,-982,13,910,-5,64
-2.04,35,-982,15,910,-5,64
-2.28,39,-978,15,912,-7,70
-2.28,39,-980,21,910,-13,68
-1.93,33,-978,19,910,-13,64
-1.46,25,-978,15,912,-7,58
-1.58,27,-978,17,908,-5,56
-1.92,33,-984,13,908,-3,60
-1.57,27,-984,15,910,-1,58
-1.46,25,-980,9,910,-5,58
-1.81,31,-982,9,908,-3,60
-1.92,33,-986,17,906,-9,60
-1.69,29,-980,13,910,-9,54
-1.93,33,-978,13,912,0,64
-2.05,35,-980,13,912,-3,64
-2.27,39,-982,17,910,-11,66
-2.57,44,-982,17,910,-7,70
-2.38,41,-986,17,906,-13,70
-1.8,31,-984,15,912,-3,62
-1.57,27,-984,13,910,-9,58
-1.57,27,-984,9,914,0,60
-1.7,29,-978,7,916,0,58
-2.27,39,-982,17,910,-9,64
-2.27,39,-982,15,908,-7,66
-2.16,37,-980,19,914,-9,68
-2.44,42,-986,13,912,-5,70
-2.44,42,-984,11,912,1,70
-2.68,46,-982,17,910,-9,74
-2.9,50,-986,23,910,-9,74
-2.45,42,-982,17,908,-3,70
-2.81,48,-978,15,912,-11,76
-2.45,42,-980,13,912,-1,68
-1.81,31,-980,9,912,0,60
-1.81,31,-980,15,914,-5,60
-1.93,33,-980,15,908,-5,64
-2.39,41,-982,19,912,-3,66
-2.28,39,-980,17,912,-5,64
-2.16,37,-980,11,906,-5,66
-2.16,37,-982,15,908,-3,70
-2.16,37,-980,13,912,-3,68
-2.05,35,-978,17,906,-7,64
-1.81,31,-982,13,910,-1,60
-2.29,39,-976,13,908,-9,68
-1.92,33,-984,15,910,-5,76
-2.44,42,-984,17,910,-7,72
-2.46,42,-976,15,910,-3,66
-2.05,35,-978,19,914,-5,66
-1.8,31,-984,17,910,-9,60
-1.93,33,-980,23,910,-7,62
-1.69,29,-980,15,910,-1,54
-1.57,27,-982,13,910,-5,54
-1.57,27,-982,17,912,-9,60
-1.81,31,-982,19,910,-7,58
-1.69,29,-980,13,914,-5,58
-1.92,33,-984,19,912,-9,66
-1.81,31,-982,17,916,-7,58
-1.7,29,-976,15,912,-3,64
-1.8,31,-984,13,912,-9,64
-2.4,41,-980,15,908,-7,66
-1.92,33,-986,11,908,-5,66
-1.93,33,-980,17,912,-5,58
-1.22,21,-984,17,912,-7,54
-1.8,31,-984,19,910,-3,58
-1.93,33,-980,21,912,-13,58
-2.04,35,-982,19,912,-7,62
-1.93,33,-978,17,914,-11,62
-2.15,37,-984,19,914,-9,66
-2.15,37,-984,13,914,-5,72
-2.15,37,-986,17,912,0,62
-2.16,37,-982,11,910,-1,66
-2.39,41,-982,19,914,-11,68
-2.04,35,-982,13,910,-5,68
-2.45,42,-980,17,914,-5,72
-2.17,37,-976,17,912,-5,66
-2.45,42,-980,11,914,-7,72
-2.05,35,-980,17,914,-7,68
-2.57,44,-982,13,912,-7,72
-2.16,37,-980,13,914,-3,70
-2.39,41,-982,19,910,-3,68
-2.28,39,-978,15,914,-5,68
-2.17,37,-976,17,916,-3,66
-2.04,35,-982,17,914,-7,62
-1.82,31,-976,11,917,-7,60
-1.58,27,-976,11,912,-3,56
-2.05,35,-976,17,912,-13,62
-1.7,29,-976,15,916,-5,58
-2.05,35,-978,11,912,-5,60
-1.81,31,-980,17,912,-7,60
-2.27,39,-982,19,910,-5,62
-1.92,33,-982,15,908,-7,68
-2.29,39,-976,9,912,-5,62
-2.39,41,-984,13,910,-3,72
-1.93,33,-980,23,912,-9,60
-1.58,27,-980,15,914,-5,54
-1.93,33,-980,13,912,-9,60
-1.93,33,-978,13,906,-9,60
-1.82,31,-978,15,908,0,56
-1.81,31,-980,17,912,-13,64
-1.93,33,-980,17,908,-7,64
-1.46,25,-978,11,914,-1,54
-2.17,37,-978,13,912,-5,70
-2.28,39,-978,17,914,-5,66
-2.05,35,-976,15,912,-5,66
-1.7,29,-978,11,914,-5,58
-2.04,35,-982,23,912,-7,58
-2.29,39,-976,21,914,-11,60
-1.57,27,-984,9,916,-7,60
-2.46,42,-978,17,910,-13,72
-2.28,39,-980,15,912,-9,64
-2.4,41,-980,17,912,-3,70
-2.28,39,-978,13,910,-5,68
-2.05,35,-980,17,912,-3,66
-1.94,33,-976,13,910,-7,66
-2.45,42,-980,15,910,-3,74
-2.46,42,-978,13,908,-5,74
-2.28,39,-980,13,910,-3,74
-2.16,37,-980,9,910,-3,76
-2.69,46,-978,13,912,-5,76
-2.92,50,-980,9,914,-3,74
-2.57,44,-982,15,910,-7,76
-2.68,46,-982,13,912,-7,76
-2.39,41,-982,15,912,-5,68
-2.15,37,-986,11,910,0,70
-1.81,31,-982,15,914,-3,56
-1.92,33,-986,21,912,-3,60
-1.8,31,-986,19,916,-9,60
-1.92,33,-986,13,914,-3,64
-1.68,29,-986,15,912,-3,64
-2.03,35,-986,17,910,-3,64
-2.56,44,-986,23,912,-11,74
-2.56,44,-986,25,914,-9,70
-2.15,37,-986,15,916,-5,64
-2.03,35,-986,15,916,-7,64
-2.03,35,-986,13,912,-9,62
-1.57,27,-988,9,916,0,60
-1.46,25,-984,17,912,-9,62
-2.27,39,-982,13,912,-3,68
-2.57,44,-980,21,914,-11,70
-2.16,37,-980,15,912,-5,68
-1.81,31,-980,11,910,-9,64
-2.05,35,-978,17,910,-9,64
-2.16,37,-980,13,912,-7,62
-2.45,42,-980,13,910,-5,66
-2.58,44,-978,23,917,-7,72
-2.4,41,-980,17,914,-1,66
-2.16,37,-982,15,916,-5,66
-2.27,39,-986,11,912,-5,68
-2.39,41,-982,13,912,-1,64
-2.28,39,-980,19,914,-3,66
-2.44,42,-984,23,914,-11,72
-2.44,42,-984,15,912,-3,74
-2.27,39,-984,15,916,-9,66
-2.04,35,-982,13,914,-5,62
-2.16,37,-982,11,912,-1,66
-2.27,39,-984,13,912,-1,68
-2.46,42,-978,21,914,-11,72
-2.27,39,-984,17,914,-9,70
-1.8,31,-988,11,910,-7,60
-1.8,31,-986,15,912,-3,58
-1.91,33,-988,17,912,-5,64
-1.92,33,-986,19,908,-3,66
-1.68,29,-986,13,908,-9,56
-2.15,37,-986,17,910,-5,68
-1.45,25,-986,11,910,-3,58
-1.81,31,-982,11,910,-3,54
-1.57,27,-982,17,910,-5,62
-2.28,39,-980,21,912,-7,60
-1.92,33,-982,19,914,-5,60
-1.46,25,-984,15,910,-3,56
-1.8,31,-984,15,912,-3,58
-1.69,29,-984,13,914,-5,54
-1.57,27,-982,11,910,-9,56
-1.8,31,-984,19,914,-9,62
-2.16,37,-982,17,912,-9,66
-1.92,33,-984,19,910,-9,66
-2.38,41,-986,19,908,-7,66
-2.57,44,-982,21,912,-9,68
-2.27,39,-984,13,912,-7,64
-1.92,33,-986,19,912,-9,58
-1.8,31,-984,11,912,-3,60
-1.93,33,-980,15,908,0,68
-2.04,35,-984,13,910,-7,66
-1.69,29,-982,7,910,0,62
-1.92,33,-982,15,910,-5,62
-1.69,29,-984,7,912,-1,62
-1.92,33,-982,9,912,-3,60
-1.92,33,-982,19,914,-5,62
-2.39,41,-982,19,912,-3,74
-2.4,41,-980,17,914,-7,68
-2.41,41,-976,15,912,-3,70
-2.28,39,-978,15,914,-9,68
-2.28,39,-980,11,910,-5,66
-2.29,39,-976,9,910,-3,70
-2.57,44,-980,19,914,-5,74
-2.41,41,-976,19,912,-5,72
-2.39,41,-982,19,912,-5,66
-2.05,35,-980,11,912,-7,64
-2.05,35,-980,19,912,-7,64
-2.05,35,-980,11,908,-5,62
-1.93,33,-980,19,912,-5,64
-2.16,37,-982,13,912,-3,62
-2.4,41,-980,17,912,-9,70
-2.27,39,-982,15,914,-9,70
-2.15,37,-986,11,914,-1,66
-2.15,37,-984,9,910,-5,60
-1.69,29,-982,15,914,-5,58
-1.81,31,-982,9,908,-3,62
-2.28,39,-978,21,914,-17,72
-2.39,41,-982,11,912,-3,64
-1.82,31,-976,19,912,-5,58
-1.92,33,-982,19,910,-1,56
-1.22,21,-984,11,916,-1,48
-1.46,25,-982,19,908,-7,52
-1.92,33,-982,25,912,-11,66
-2.04,35,-984,21,912,-13,62
-1.46,25,-980,11,910,-3,58
-2.39,41,-982,19,912,-5,66
-1.46,25,-984,17,914,-9,52
-2.17,37,-978,17,912,-13,70
-2.57,44,-982,19,906,-9,74
-1.81,31,-982,11,910,0,64
-2.28,39,-980,13,910,-3,62
-2.39,41,-982,11,914,-5,68
-2.44,42,-984,9,912,-3,74
-2.57,44,-980,13,914,1,80
-2.39,41,-982,11,908,-1,68
-2.45,42,-982,9,914,-5,72
-2.16,37,-982,13,916,0,66
-2.56,44,-984,9,910,0,80
-2.16,37,-980,9,910,-3,72
-2.03,35,-986,11,916,-3,68
-2.39,41,-982,15,912,-5,68
-1.93,33,-980,17,910,-7,66
-2.15,37,-986,17,914,-1,64
-2.29,39,-976,17,912,-5,68
-2.27,39,-982,15,912,-7,64
-2.15,37,-984,17,914,-7,72
-2.68,46,-982,21,910,-13,66
-1.8,31,-984,11,914,-1,56
-1.57,27,-986,19,916,-11,60
-2.04,35,-982,13,914,-3,60
-2.15,37,-984,15,914,-3,68
-1.92,33,-982,21,910,-7,62
-2.27,39,-982,13,910,-5,68
-2.27,39,-982,13,914,-9,66
-2.45,42,-982,13,916,-3,70
-2.16,37,-980,13,916,-7,66
-2.39,41,-982,17,912,-7,66
-2.16,37,-982,13,912,-3,64
-2.28,39,-980,13,914,-3,68
-2.45,42,-982,13,912,-3,70
-2.16,37,-982,15,916,-11,62
-2.05,35,-978,7,912,-3,62
-2.05,35,-980,11,910,-1,62
-1.93,33,-980,11,910,-1,62
-1.81,31,-982,11,914,0,62
-1.81,31,-982,13,912,-3,68
-1.92,33,-982,17,914,-5,64
-2.39,41,-982,15,912,-7,70
-1.69,29,-982,11,910,-7,58
-1.58,27,-980,11,910,-1,60
-1.93,33,-980,9,910,-5,62
-1.58,27,-980,19,910,-7,56
-1.57,27,-982,11,912,-3,58
-1.69,29,-980,17,912,-1,58
-1.81,31,-982,17,912,-5,60
-1.81,31,-980,23,908,-13,64
-2.15,37,-984,13,906,0,64
-2.57,44,-982,15,906,-5,70
-2.58,44,-978,17,910,-7,74
-2.8,48,-980,11,904,-3,70
-2.16,37,-980,5,908,-1,68
-2.58,44,-978,15,910,-5,66
-2.58,44,-976,13,908,-3,72
-2.45,42,-982,13,912,-7,74
-2.8,48,-982,15,910,-5,80
-2.4,41,-980,13,906,-7,74
-2.69,46,-978,15,906,-3,74
-2.57,44,-982,15,908,-3,68
-2.27,39,-986,7,910,-1,70
-2.15,37,-984,11,910,-1,66
-2.39,41,-982,15,906,-11,72
-2.8,48,-982,15,910,-3,72
-2.28,39,-978,17,910,-7,74
-2.27,39,-982,11,908,-7,70
-1.8,31,-988,11,908,-3,64
-2.44,42,-986,21,910,-9,70
-2.45,42,-982,13,906,-5,64
-1.46,25,-982,13,906,-3,52
-2.27,39,-986,15,908,-11,62
-1.8,31,-984,17,914,-7,62
-1.34,23,-980,21,908,-11,52
-1.35,23,-978,19,906,-11,56
-0.99,17,-984,17,914,-9,44
-1.81,31,-982,19,904,-11,60
-1.45,25,-986,17,912,-7,58
-1.34,23,-984,9,910,-3,52
-1.92,33,-982,17,912,-7,60
-1.57,27,-984,17,908,-9,62
-2.16,37,-982,15,912,-7,68
-2.04,35,-982,15,908,-7,64
-2.27,39,-982,7,914,0,70
-2.69,46,-980,9,906,0,72
-2.93,50,-978,13,912,-3,82
-2.93,50,-976,15,906,-9,76
-2.57,44,-980,13,908,-5,70
-2.8,48,-980,17,910,-3,74
-2.8,48,-980,13,910,-5,74
-2.58,44,-978,15,906,-5,72
-2.28,39,-980,13,906,-5,66
-2.46,42,-978,9,906,-3,68
-2.45,42,-982,19,908,-9,72
-2.27,39,-982,21,908,-9,70
-2.29,39,-976,19,902,-3,66
-2.69,46,-980,17,910,-5,74
-2.05,35,-978,17,902,-3,72
-2.15,37,-984,17,906,-3,66
-2.05,35,-980,17,906,-9,66
-2.44,42,-984,17,908,-7,70
-2.27,39,-982,17,908,-5,66
-2.15,37,-984,17,908,-9,68
-2.16,37,-982,9,912,-1,64
-1.93,33,-980,9,910,-1,66
-2.39,41,-982,19,906,-9,68
-2.56,44,-986,23,910,-13,74
-2.15,37,-984,15,908,-3,64
-2.16,37,-982,19,912,-13,64
-1.92,33,-986,21,910,-13,62
-1.34,23,-984,13,912,-7,52
-1.92,33,-984,17,908,-3,66
-2.27,39,-982,15,908,-7,70
-2.16,37,-982,15,910,-7,64
-1.69,29,-982,21,904,-7,60
-2.05,35,-978,13,912,-5,62
-2.04,35,-984,17,908,-3,60
-2.05,35,-980,21,912,-9,64
-1.92,33,-984,17,906,-7,66
-2.15,37,-984,25,912,-13,68
-2.16,37,-980,13,910,-5,68
-2.04,35,-984,15,910,-7,72
-2.4,41,-978,13,912,-5,70
-2.4,41,-978,13,910,0,74
-2.45,42,-982,17,912,-9,68
-2.45,42,-982,19,910,-9,72
-2.27,39,-982,9,910,0,64
-1.69,29,-984,11,910,-1,64
-2.45,42,-982,15,906,-5,70
-2.46,42,-978,15,912,-5,70
-2.4,41,-980,17,908,-5,70
-3.04,52,-980,13,908,-7,83
-3.15,54,-980,13,906,-3,80
-3.03,52,-984,19,910,-1,80
-2.79,48,-984,11,906,-3,70
-2.26,39,-988,5,912,1,74
-2.45,42,-982,9,912,-1,74
-2.57,44,-980,13,912,0,72
-2.8,48,-982,15,908,-5,76
-2.39,41,-982,7,908,0,70
-2.04,35,-982,7,910,1,66
-2.27,39,-984,13,912,-3,68
-2.27,39,-984,21,910,-9,70
-2.57,44,-980,21,912,-11,74
-2.38,41,-986,25,914,-13,72
-2.26,39,-988,19,910,-11,72
