Angle1,x1,y1,x2,y2,x3,y3
-2.43,42,-988,15,912,-5,74
-2.26,39,-988,11,912,-5,66
-2.37,41,-990,17,912,-3,72
-2.14,37,-988,11,908,1,66
-1.91,33,-992,5,908,3,64
-2.38,41,-988,17,912,-1,68
-2.39,41,-984,21,906,-9,66
-2.56,44,-984,23,914,-7,68
-2.56,44,-986,23,908,-11,68
-2.27,39,-986,13,910,-7,72
-2.15,37,-984,15,908,-3,66
-2.27,39,-986,15,912,-3,70
-2.79,48,-986,13,912,-7,80
-2.38,41,-986,17,906,-7,70
-2.26,39,-988,9,910,-3,72
-2.27,39,-986,15,908,-3,72
-2.38,41,-986,9,910,-7,66
-1.91,33,-988,17,908,-7,62
-2.16,37,-982,13,914,-5,64
-2.04,35,-982,9,912,-3,64
-1.8,31,-984,13,910,-1,68
-2.27,39,-984,17,912,-5,72
-2.27,39,-982,13,910,-3,70
-2.8,48,-982,21,912,-9,76
-2.45,42,-982,13,910,-5,68
-2.28,39,-980,11,912,0,68
-2.28,39,-980,11,912,-1,66
-2.27,39,-982,13,914,-7,70
-2.4,41,-980,17,912,-11,72
-2.39,41,-984,17,910,-11,68
-1.81,31,-980,15,910,-5,62
-2.16,37,-980,19,916,-11,66
-1.69,29,-982,19,912,-5,54
-1.81,31,-982,19,912,-3,66
-2.04,35,-984,19,910,-3,62
-2.16,37,-982,15,914,-7,68
-2.27,39,-982,15,910,-5,66
-2.39,41,-982,17,917,-9,66
-2.05,35,-978,11,910,-1,64
-2.4,41,-980,11,914,0,72
-2.27,39,-982,13,910,-1,70
-2.28,39,-980,9,912,0,68
-2.57,44,-982,9,914,0,74
-2.79,48,-984,3,908,0,78
-2.69,46,-978,7,916,-1,78
-3.03,52,-982,23,914,-9,82
-3.03,52,-984,15,914,-5,80
-2.91,50,-982,17,912,-1,80
-2.28,39,-980,11,910,-9,72
-2.45,42,-982,21,916,-7,70
-2.79,48,-986,17,914,-5,76
-2.7,46,-974,21,910,-7,80
-2.57,44,-980,17,910,-9,80
-2.57,44,-982,17,910,-11,76
-1.82,31,-978,11,912,-1,66
-2.05,35,-980,11,912,0,64
-1.92,33,-986,17,912,-1,58
-1.7,29,-978,15,910,-9,66
-1.82,31,-974,13,912,-3,62
-2.05,35,-978,19,906,-9,64
-2.05,35,-980,21,910,-9,68
-2.28,39,-980,21,908,-11,68
-1.69,29,-980,19,910,-9,56
-2.05,35,-980,19,910,-5,60
-2.04,35,-982,13,912,-3,64
-2.28,39,-980,25,910,-11,68
-2.28,39,-980,21,908,-11,68
-2.15,37,-986,17,912,-9,70
-2.69,46,-980,19,914,-7,74
-2.68,46,-982,13,912,-3,80
-2.58,44,-978,9,910,0,70
-2.44,42,-986,15,914,-11,76
-2.27,39,-984,9,906,-3,72
-2.04,35,-984,13,914,-9,66
-2.28,39,-980,15,910,-5,62
-2.16,37,-982,19,912,-5,64
-2.15,37,-986,15,910,-5,62
-2.27,39,-984,13,914,1,62
-2.27,39,-982,15,910,-5,68
-2.04,35,-982,15,912,-5,64
-2.15,37,-986,17,910,-7,68
-1.92,33,-984,13,908,-7,68
-2.28,39,-980,17,912,-11,64
-2.45,42,-980,15,912,-3,70
-2.67,46,-988,15,906,-7,76
-2.56,44,-986,15,910,-7,74
-2.68,46,-984,13,912,-7,74
-2.78,48,-988,17,908,-5,76
-2.79,48,-984,13,910,-1,78
-2.55,44,-988,11,912,-1,70
-2.56,44,-986,13,908,-7,74
-2.67,46,-986,19,906,-3,74
-2.68,46,-982,15,906,-1,74
-2.27,39,-984,15,906,-1,74
-2.8,48,-982,11,908,-3,78
-2.39,41,-984,15,910,-5,76
-2.57,44,-982,13,908,-5,70
-2.27,39,-982,19,908,-5,70
-1.93,33,-980,13,908,-7,62
-1.92,33,-984,13,906,-1,62
-2.04,35,-982,11,910,-7,64
-2.79,48,-986,11,910,-7,76
-2.57,44,-980,17,910,-5,74
-2.91,50,-982,23,906,-13,74
-2.56,44,-984,21,912,-13,76
-2.4,41,-980,23,912,-11,70
-2.28,39,-980,17,910,-7,66
-2.45,42,-982,11,904,-3,70
-2.27,39,-982,19,910,-7,68
-2.68,46,-984,13,912,-3,74
-2.44,42,-986,17,916,-9,72
-2.27,39,-982,11,910,-1,72
-2.91,50,-982,9,914,-7,78
-2.56,44,-984,17,912,-5,70
-3.03,52,-982,13,908,0,76
-2.68,46,-982,23,910,-9,76
-3.16,54,-978,13,908,-3,80
-3.15,54,-982,15,910,-3,78
-2.45,42,-980,15,910,-7,74
-2.56,44,-984,7,908,1,76
-2.8,48,-980,19,906,-1,72
-2.27,39,-982,15,908,-5,68
-2.28,39,-980,15,910,-7,70
-2.57,44,-982,25,906,-9,70
-1.93,33,-980,21,914,-7,72
-1.46,25,-980,13,908,0,60
-1.92,33,-982,15,912,-1,64
-1.8,31,-988,9,910,-3,66
-1.81,31,-982,21,910,-9,64
-2.39,41,-982,19,916,-3,68
-2.27,39,-986,21,912,-13,66
-2.4,41,-978,13,910,-7,68
-2.05,35,-978,15,906,-1,68
-2.04,35,-982,7,910,0,64
-2.28,39,-980,23,910,-7,58
-2.4,41,-980,21,906,-9,70
-2.57,44,-982,17,910,-3,72
-2.46,42,-976,17,912,-1,72
-2.39,41,-982,13,910,1,70
-2.27,39,-982,17,912,-1,68
-2.91,50,-982,13,910,-5,78
-2.68,46,-982,17,910,-5,74
-2.45,42,-980,13,910,-1,74
-2.57,44,-980,21,914,-5,72
-2.05,35,-978,13,914,-5,66
-2.45,42,-982,9,912,0,66
-2.68,46,-984,17,914,-5,74
-2.39,41,-982,17,912,-7,74
-2.8,48,-980,19,910,-7,76
-2.45,42,-982,15,908,-7,76
-2.8,48,-980,11,910,-7,76
-2.82,48,-976,11,910,-1,78
-2.4,41,-980,9,908,-5,72
-2.94,50,-974,17,916,-13,78
-2.39,41,-982,9,912,-3,72
-2.46,42,-976,11,908,-5,74
-3.04,52,-980,17,912,-5,80
-2.93,50,-978,23,914,-11,78
-2.58,44,-978,13,914,-5,70
-2.29,39,-974,13,912,0,66
-2.47,42,-974,17,912,-5,64
-1.93,33,-978,15,910,-7,64
-1.7,29,-978,15,910,-5,62
-2.4,41,-980,15,910,-11,76
-1.82,31,-978,17,914,-5,60
-1.93,33,-978,15,908,-3,68
-2.4,41,-978,17,912,-5,70
-2.57,44,-982,7,914,-1,76
-3.04,52,-978,19,908,-3,80
-2.45,42,-982,11,910,-5,76
-2.16,37,-982,11,908,-7,68
-2.27,39,-984,17,914,-5,74
-3.03,52,-982,23,912,-11,78
-2.58,44,-978,17,908,-9,82
-2.56,44,-984,17,914,-3,76
-2.28,39,-980,7,908,3,70
-2.91,50,-984,13,912,0,78
-3.14,54,-984,19,912,-7,78
-3.27,56,-980,17,908,-3,74
-2.93,50,-978,11,906,-5,80
-3.15,54,-980,15,912,-5,85
-3.26,56,-984,17,912,-7,82
-3.03,52,-982,15,912,-1,80
-3.13,54,-986,11,908,-3,83
-3.27,56,-980,11,908,-3,82
-3.03,52,-984,19,910,-9,83
-2.91,50,-982,11,912,-3,82
-2.46,42,-978,5,910,3,72
-2.39,41,-982,11,910,-3,72
-3.15,54,-980,15,908,-7,80
-2.92,50,-980,21,910,-9,76
-2.4,41,-978,23,908,-9,72
-2.04,35,-982,17,912,-9,68
-1.8,31,-984,25,910,-9,62
-1.92,33,-986,23,910,-9,60
-1.57,27,-986,9,910,-5,56
-1.1,19,-988,7,912,0,50
-1.57,27,-986,17,910,-9,58
-1.8,31,-984,21,910,-7,58
-2.04,35,-982,15,914,-3,58
-2.27,39,-982,13,910,-7,70
-1.8,31,-986,17,908,-9,66
-2.4,41,-980,15,908,-9,68
-2.27,39,-986,17,914,-9,70
-2.44,42,-984,11,910,-5,74
-2.43,42,-988,11,914,-5,74
-2.15,37,-986,11,912,-1,70
-2.58,44,-978,15,910,-5,68
-2.15,37,-984,19,912,-5,68
-2.57,44,-982,15,912,-5,72
-2.39,41,-982,7,912,-1,70
-2.44,42,-986,15,908,-9,76
-2.79,48,-986,19,914,-5,76
-2.39,41,-984,11,914,1,66
-2.04,35,-984,15,910,-5,64
-2.04,35,-984,21,914,-11,68
-2.57,44,-980,23,910,-11,72
-2.39,41,-982,15,908,-5,72
-2.39,41,-984,17,910,-5,72
-2.56,44,-986,15,912,-5,72
-2.45,42,-980,17,912,-7,74
-2.57,44,-982,13,910,-5,74
-2.69,46,-980,17,910,-13,76
-3.03,52,-982,21,912,-9,70
-2.27,39,-984,15,908,-7,72
-2.57,44,-982,19,910,-7,70
-2.45,42,-982,13,912,0,74
-2.38,41,-988,15,912,-1,72
-2.44,42,-984,13,908,-1,70
-3.03,52,-982,15,910,-3,82
-3.13,54,-988,17,910,-9,78
-2.79,48,-984,17,908,-3,78
-2.79,48,-984,15,906,-9,78
-2.79,48,-984,11,910,-3,72
-2.8,48,-982,11,910,-7,78
-2.91,50,-984,15,904,-5,76
-2.68,46,-982,17,908,-3,76
-2.68,46,-982,19,906,-5,76
-3.03,52,-982,19,910,-7,76
-2.69,46,-980,11,906,-3,74
-2.56,44,-984,5,908,-1,72
-2.68,46,-982,17,912,-9,72
-2.67,46,-986,17,912,-5,74
-2.79,48,-984,19,910,-7,74
-2.39,41,-982,3,912,3,68
-1.8,31,-984,5,912,1,64
-2.44,42,-984,19,908,-11,72
-2.8,48,-982,17,910,-7,78
-2.56,44,-984,19,904,-5,70
-2.45,42,-982,23,908,-7,74
-2.57,44,-982,15,908,-5,74
-2.28,39,-978,17,910,-13,68
-2.05,35,-978,7,908,-1,64
-2.56,44,-986,29,906,-13,72
-2.39,41,-982,11,906,-7,70
-2.39,41,-982,17,908,-9,68
-2.04,35,-982,7,908,-1,64
-2.16,37,-980,17,908,-1,68
-2.57,44,-982,19,910,-11,70
-2.04,35,-984,21,908,-11,64
-1.81,31,-980,15,908,-5,62
-2.05,35,-980,15,912,-7,62
-1.93,33,-978,17,910,-9,62
-2.57,44,-982,21,908,-9,72
-2.28,39,-980,5,908,5,68
-2.28,39,-978,17,908,-3,70
-2.92,50,-980,19,912,-7,74
-2.81,48,-978,21,906,-3,82
-2.16,37,-980,15,910,-7,62
-2.16,37,-982,19,908,-9,64
-2.46,42,-978,17,908,-11,72
-2.82,48,-976,19,910,-13,80
-2.41,41,-976,5,912,1,72
-2.68,46,-982,17,914,-9,74
-2.45,42,-982,21,912,-9,72
-2.16,37,-980,11,910,-1,60
-1.57,27,-984,13,916,-9,60
-1.34,23,-984,13,914,-3,60
-1.45,25,-986,13,912,-5,54
-1.45,25,-988,17,908,-3,58
-1.33,23,-988,17,914,-3,54
-2.38,41,-988,17,910,-7,70
-2.44,42,-986,17,914,-5,70
-2.56,44,-986,19,912,-7,74
-2.43,42,-988,13,910,-5,72
-2.45,42,-982,17,912,-7,74
-2.44,42,-984,13,910,-3,74
-2.45,42,-982,17,910,-9,74
-2.68,46,-982,13,910,-3,76
-2.38,41,-986,15,910,-3,72
-2.4,41,-980,15,910,-3,74
-2.68,46,-982,17,910,-3,72
-2.44,42,-986,13,912,-3,74
-2.27,39,-984,15,910,-7,72
-2.57,44,-982,13,914,-1,74
-2.45,42,-980,15,914,-5,76
-2.57,44,-980,15,910,0,70
-2.56,44,-984,17,910,-5,74
-2.68,46,-982,15,914,-3,70
-2.4,41,-980,17,912,-5,76
-2.44,42,-984,13,910,0,70
-2.68,46,-984,19,912,-3,74
-2.57,44,-982,13,910,-5,76
-2.56,44,-984,17,914,-5,70
-2.44,42,-986,17,914,-5,74
-2.44,42,-986,13,914,-3,72
-2.68,46,-982,17,906,-3,72
-2.44,42,-986,15,908,-9,76
-2.56,44,-986,13,910,-7,74
-2.91,50,-984,11,908,-7,70
-2.44,42,-984,15,910,-5,72
-2.56,44,-984,19,908,-5,74
-2.39,41,-984,15,910,-5,72
-2.45,42,-982,13,910,-3,76
-2.57,44,-980,15,910,-3,72
-2.68,46,-982,17,904,-5,72
-2.4,41,-978,17,906,-5,72
-2.68,46,-982,13,910,-3,74
-2.57,44,-982,13,910,-9,72
-2.68,46,-982,11,912,-9,70
-2.39,41,-982,17,908,-5,72
-2.45,42,-982,15,908,-5,74
-2.56,44,-984,13,914,-3,74
-2.38,41,-986,13,910,-5,74
-2.39,41,-984,15,908,-3,76
-2.45,42,-982,13,910,-3,72
-2.68,46,-984,11,910,-3,70
-2.44,42,-984,13,906,-5,76
-2.57,44,-980,17,910,-9,72
-2.68,46,-984,17,912,-7,70
-2.44,42,-984,15,912,-3,76
-2.57,44,-982,17,908,-5,72
-2.56,44,-986,13,908,-1,74
-2.45,42,-980,13,910,-3,72
-2.68,46,-982,13,906,-5,78
-2.55,44,-988,15,908,-5,74
-2.56,44,-986,15,912,-3,72
-2.68,46,-982,17,912,-5,70
-2.45,42,-980,17,910,-7,74
-2.69,46,-980,15,910,-5,74
-2.57,44,-980,17,908,-5,72
-2.8,48,-982,17,910,-5,72
-2.56,44,-984,15,910,-5,72
-2.68,46,-984,13,910,-5,76
-2.44,42,-986,11,908,-7,72
-2.56,44,-986,13,912,-3,70
-2.56,44,-984,19,912,-1,74
-2.56,44,-984,19,908,-3,78
-2.55,44,-988,17,906,-5,74
-2.68,46,-984,15,908,-5,76
-2.8,48,-982,15,912,-5,72
-2.79,48,-984,13,910,-7,74
-2.67,46,-988,13,910,-3,70
-2.56,44,-986,17,908,-7,74
-2.56,44,-986,13,908,-1,76
-2.56,44,-986,15,906,-5,72
-2.44,42,-986,17,912,-3,74
-2.45,42,-980,13,908,-5,70
-2.68,46,-984,17,910,-5,74
-2.8,48,-982,11,908,-5,76
-2.45,42,-980,13,906,-7,72
-2.46,42,-978,19,908,-5,74
-2.39,41,-982,13,910,-3,74
-2.68,46,-982,13,908,-5,74
-2.69,46,-978,15,912,-7,76
-2.39,41,-982,15,908,-5,76
-2.58,44,-978,15,912,-5,70
-2.68,46,-982,15,910,-7,70
-2.68,46,-984,15,910,-7,70
-2.41,41,-976,15,906,-3,72
-2.69,46,-978,15,908,-7,72
-2.57,44,-980,17,908,-7,72
-2.81,48,-978,15,908,-3,72
-2.69,46,-978,17,908,-9,74
-2.4,41,-978,17,904,-3,70
-2.56,44,-984,13,908,-1,72
-2.45,42,-980,15,910,-5,70
-2.68,46,-984,13,908,-5,74
-2.46,42,-978,11,906,0,72
-2.57,44,-982,15,908,-9,76
-2.68,46,-982,13,906,-5,72
-2.8,48,-982,11,910,-5,72
-2.57,44,-982,9,910,-3,74
-2.45,42,-982,15,906,-5,74
-2.69,46,-978,17,908,-3,76
-2.4,41,-978,13,910,-5,74
-2.56,44,-986,21,908,-7,72
-2.56,44,-984,13,908,-3,72
-2.79,48,-984,15,912,-3,70
-2.57,44,-982,11,910,-1,72
-2.79,48,-986,15,910,-1,74
-2.43,42,-988,17,914,-7,72
-2.45,42,-982,15,910,-5,76
-2.45,42,-980,11,912,-9,72
-2.57,44,-982,13,912,-9,72
-2.58,44,-978,13,912,-1,70
-2.69,46,-980,15,910,-3,76
-2.57,44,-982,15,908,-7,72
-2.39,41,-984,11,908,-5,74
-2.58,44,-976,17,912,-5,72
-2.39,41,-982,13,912,-3,76
-2.58,44,-978,11,910,-1,78
-2.58,44,-978,13,908,-9,74
-2.7,46,-976,15,910,-3,72
-2.57,44,-982,15,914,-5,72
-2.44,42,-984,13,912,-7,70
-2.44,42,-984,11,908,-5,72
-2.57,44,-980,17,912,-7,74
-2.58,44,-978,19,910,-5,70
-2.69,46,-980,15,910,-5,74
-2.44,42,-984,13,912,-7,72
-2.58,44,-978,15,906,-7,72
-2.44,42,-984,13,908,-5,74
-2.57,44,-980,19,912,-5,74
-2.44,42,-984,15,910,-3,74
-2.45,42,-980,17,910,-5,70
-2.39,41,-982,11,908,-1,72
-2.45,42,-982,13,910,-3,72
-2.57,44,-982,15,908,-7,76
-2.44,42,-986,15,910,-9,72
-2.57,44,-982,13,910,-5,74
-2.45,42,-982,15,906,-7,74
-2.45,42,-982,15,910,-5,72
-2.55,44,-988,13,906,-9,70
-2.57,44,-982,19,910,-1,74
-2.45,42,-982,15,910,-3,74
-2.38,41,-986,17,910,-5,72
-2.57,44,-982,15,912,-3,76
-2.56,44,-984,17,908,-5,72
-2.44,42,-984,13,910,-7,72
-2.27,39,-982,13,910,-3,72
-2.56,44,-984,15,910,-7,76
-2.45,42,-980,15,912,-7,72
-2.57,44,-980,15,910,-3,70
-2.56,44,-986,17,908,-5,72
-2.56,44,-984,15,906,-9,68
-2.44,42,-986,13,908,-3,74
-2.8,48,-982,9,910,-5,72
-2.45,42,-982,15,908,-3,74
-2.39,41,-984,17,912,-7,68
-2.56,44,-984,15,910,-5,70
-2.45,42,-982,17,906,-5,70
-2.8,48,-982,13,912,-1,72
-2.57,44,-980,13,914,-3,70
-2.68,46,-982,15,910,-7,74
-2.4,41,-980,15,906,-7,72
-2.57,44,-980,17,908,-7,74
-2.56,44,-984,13,910,-7,70
-2.57,44,-982,13,910,-3,70
-2.45,42,-982,17,910,-7,76
-2.46,42,-978,13,910,-3,74
-2.56,44,-984,13,906,-7,72
-2.68,46,-982,13,908,-5,70
-2.45,42,-982,15,906,-3,72
-2.69,46,-980,17,908,-5,72
-2.57,44,-982,17,910,-9,74
-2.69,46,-980,19,908,-5,72
-2.57,44,-982,13,912,-5,74
-2.46,42,-976,15,908,-3,74
-2.69,46,-980,15,908,-9,74
-2.57,44,-980,15,906,-3,76
-2.69,46,-978,19,906,-3,74
-2.57,44,-982,17,908,-3,74
-2.56,44,-984,17,910,-5,70
-2.45,42,-980,17,908,-5,76
-2.57,44,-982,17,904,-3,72
-2.45,42,-980,15,904,-3,74
-2.58,44,-978,15,906,-5,76
-2.39,41,-982,17,910,-9,74
-2.4,41,-980,17,910,-5,74
-2.69,46,-980,11,910,-7,68
-2.69,46,-980,15,912,-7,70
-2.45,42,-982,17,914,-7,72
-2.56,44,-984,15,908,-3,74
-2.57,44,-980,17,912,-7,76
-2.45,42,-980,15,908,-7,74
-2.46,42,-978,15,912,-1,74
-2.27,39,-984,15,908,-3,70
-2.57,44,-980,15,917,-3,72
-2.57,44,-982,17,910,-3,70
-2.68,46,-984,15,914,-7,76
-2.57,44,-980,15,910,-7,72
-2.57,44,-982,17,914,-5,76
-2.46,42,-978,15,908,-3,70
-2.57,44,-982,11,912,-9,74
-2.57,44,-980,15,914,-5,70
-2.57,44,-980,13,910,-7,72
-2.46,42,-978,19,914,-3,70
-2.58,44,-978,13,910,-3,70
-2.68,46,-984,13,910,-7,72
-2.69,46,-980,17,910,-3,78
-2.45,42,-982,17,908,-3,72
-2.39,41,-982,11,910,-11,74
-2.4,41,-978,15,908,-5,74
-2.8,48,-982,17,908,-7,74
-2.57,44,-980,15,912,-3,72
-2.46,42,-976,13,910,-5,74
-2.57,44,-982,13,906,-3,70
-2.69,46,-978,17,910,-9,74
-2.57,44,-980,15,910,-3,72
-2.69,46,-978,15,906,-5,70
-2.69,46,-978,17,906,-3,74
-2.57,44,-980,15,912,-7,72
-2.57,44,-982,15,910,-5,76
-2.39,41,-982,17,910,-5,74
-2.69,46,-978,15,912,-3,70
-2.79,48,-984,15,906,-9,74
-2.45,42,-980,13,910,-3,74
-2.69,46,-980,13,906,-7,76
-2.7,46,-976,17,910,-3,72
-2.46,42,-978,15,910,-3,72
-2.4,41,-978,17,910,-7,74
-2.7,46,-976,13,908,-7,74
-2.57,44,-980,19,906,-5,70
-2.69,46,-978,15,904,-7,72
-2.68,46,-984,15,910,-5,74
-2.45,42,-982,15,908,-3,74
-2.39,41,-982,13,910,-7,72
-2.45,42,-980,19,908,-3,76
-2.39,41,-982,13,912,-5,72
-2.58,44,-978,13,908,-7,76
-2.44,42,-984,13,908,-3,74
-2.91,50,-982,11,908,-9,74
-2.45,42,-982,13,912,-5,74
-2.68,46,-984,13,910,-7,72
-2.56,44,-984,15,910,-7,72
-2.44,42,-984,15,910,-5,72
-2.45,42,-982,17,910,-5,70
-2.4,41,-980,15,908,-5,72
-2.44,42,-984,11,914,-1,74
-2.27,39,-982,15,910,-5,72
-2.45,42,-980,15,908,-7,70
-2.45,42,-982,15,910,-7,76
-2.45,42,-982,15,908,-3,74
-2.57,44,-982,11,910,-3,72
-2.57,44,-982,17,906,-5,72
-2.57,44,-982,15,908,-5,74
-2.57,44,-982,17,906,-3,76
-2.45,42,-980,15,910,-3,72
-2.44,42,-984,15,908,-9,68
-2.45,42,-982,11,912,-3,74
-2.57,44,-982,15,908,-5,70
-2.45,42,-982,15,910,-7,72
-2.44,42,-986,19,910,-5,72
-2.45,42,-982,13,908,-1,76
-2.27,39,-986,17,908,-5,72
-2.57,44,-982,13,910,-7,72
-2.57,44,-980,13,910,-7,72
-2.46,42,-978,17,910,-5,74
-2.57,44,-980,17,908,-9,74
-2.44,42,-984,15,910,-7,74
-2.57,44,-982,11,912,-7,70
-2.57,44,-980,13,914,-3,74
-2.57,44,-982,13,908,-5,74
-2.8,48,-980,13,912,-5,76
-2.57,44,-980,15,912,-5,76
-2.58,44,-976,15,914,-5,72
-2.57,44,-982,11,914,-5,72
-2.57,44,-982,17,912,-5,72
-2.69,46,-980,13,914,-5,74
-2.57,44,-980,19,914,-1,70
-2.44,42,-984,13,912,-7,74
-2.68,46,-982,19,914,-3,74
-2.69,46,-980,13,910,-9,70
-2.57,44,-982,13,912,-5,72
-2.57,44,-980,17,912,0,76
-2.56,44,-984,13,914,-5,72
-2.56,44,-984,17,912,-7,70
-2.39,41,-984,15,914,-3,70
-2.68,46,-984,11,912,-1,72
-2.57,44,-982,15,910,-5,74
-2.39,41,-982,15,914,-3,72
-2.57,44,-982,15,910,-5,72
-2.38,41,-986,15,914,-3,68
-2.57,44,-982,13,914,-5,68
-2.57,44,-980,11,912,-7,76
-2.45,42,-982,11,912,-3,72
-2.28,39,-978,13,914,-5,72
-2.68,46,-984,15,914,-7,72
-2.57,44,-982,17,910,-5,76
-2.68,46,-984,15,908,-3,70
-2.67,46,-986,15,906,-9,70
-2.44,42,-984,15,910,-5,68
-2.39,41,-984,17,910,-1,70
-2.44,42,-986,17,908,-9,70
-2.27,39,-982,17,910,-7,68
-2.15,37,-984,19,906,-7,70
-2.04,35,-984,19,912,-7,62
-1.57,27,-982,19,910,-9,58
-1.57,27,-982,23,908,-13,54
-2.03,35,-986,17,910,-5,62
-1.92,33,-984,19,912,-9,64
-1.57,27,-988,15,912,-5,60
-2.15,37,-984,9,912,-7,66
-1.69,29,-982,9,908,-1,62
-2.27,39,-982,5,908,0,70
-2.44,42,-984,13,908,-15,66
-2.27,39,-986,17,908,-5,68
-2.4,41,-978,19,910,-3,68
-1.81,31,-982,9,910,-7,64
-1.34,23,-980,9,910,-3,58
-2.05,35,-980,23,910,-5,62
-1.81,31,-980,23,912,-7,62
-1.92,33,-982,13,916,-5,64
-1.93,33,-978,17,908,-7,60
-1.93,33,-980,13,908,-1,64
-1.93,33,-980,15,910,-1,70
-2.27,39,-984,15,914,-11,70
-2.27,39,-982,15,914,-5,64
-2.4,41,-980,19,910,-9,66
-2.58,44,-976,9,908,-1,78
-3.64,62,-974,21,910,-11,85
-3.15,54,-980,17,912,-5,80
-3.04,52,-978,17,914,-5,78
-3.16,54,-978,15,914,-5,78
-2.93,50,-978,11,910,-1,78
-2.68,46,-982,9,908,0,78
-2.8,48,-980,15,912,-9,76
-2.57,44,-982,7,910,-1,74
-2.69,46,-980,11,910,-3,78
-2.45,42,-980,15,906,-3,80
-1.93,33,-978,13,912,-3,66
-2.68,46,-982,13,910,-3,76
-2.69,46,-978,17,910,-5,78
-2.92,50,-980,17,912,-7,78
-3.03,52,-982,11,908,-5,80
-3.04,52,-980,13,910,-5,83
-3.15,54,-980,11,908,-3,85
-2.8,48,-980,13,906,-7,74
-2.81,48,-978,11,910,-3,83
-2.69,46,-980,11,908,-3,80
-2.91,50,-982,15,910,-5,82
-2.8,48,-982,15,908,-3,74
-3.26,56,-982,13,908,-3,82
-3.03,52,-984,15,912,-7,82
-2.56,44,-986,13,910,-1,72
-2.91,50,-984,11,906,-9,76
-2.44,42,-984,17,906,-5,68
-2.44,42,-984,15,906,-1,70
-3.03,52,-982,15,912,-5,82
-2.45,42,-982,15,904,-9,74
-2.27,39,-984,17,908,-3,64
-2.44,42,-986,17,908,-5,72
-2.27,39,-982,13,910,-7,66
-2.39,41,-984,15,906,-1,70
-2.56,44,-986,17,908,-7,68
-2.45,42,-982,13,910,-7,74
-2.79,48,-984,15,908,-7,78
-2.68,46,-982,13,910,-3,76
-2.45,42,-980,15,910,-5,72
-2.03,35,-986,13,908,-7,66
-2.04,35,-984,15,906,-1,64
-1.69,29,-984,15,910,-9,56
-2.03,35,-986,13,906,-7,62
-2.04,35,-984,19,910,-9,62
-1.91,33,-988,15,908,-1,64
-2.04,35,-984,9,910,-5,64
-2.16,37,-980,13,910,-5,64
-2.27,39,-984,15,914,-5,72
-2.45,42,-982,17,912,-3,70
-2.27,39,-982,11,912,-7,72
-2.4,41,-978,11,908,-3,74
-2.8,48,-980,17,908,-5,74
-2.27,39,-982,17,914,-3,66
-2.41,41,-974,15,906,-3,72
-2.46,42,-978,15,912,-7,72
-2.17,37,-978,17,910,-5,66
-2.69,46,-978,17,910,-7,74
-2.46,42,-976,17,906,-3,72
-2.4,41,-978,15,904,-7,76
-2.69,46,-978,17,908,-7,76
-2.29,39,-976,13,906,-1,70
-2.58,44,-978,21,908,-5,76
-2.57,44,-980,17,908,-5,72
-2.4,41,-978,17,910,-7,68
-2.28,39,-978,11,908,-3,70
-2.58,44,-978,17,906,-7,70
-2.29,39,-976,19,910,-9,66
-2.17,37,-976,11,910,-1,72
-2.41,41,-976,21,912,-11,72
-2.41,41,-976,13,908,-5,70
-2.4,41,-980,17,910,-9,68
-2.29,39,-976,17,910,-3,66
-2.27,39,-982,17,910,-11,62
-2.4,41,-978,15,912,-3,66
-2.81,48,-978,13,906,-3,74
-2.69,46,-978,21,906,-7,72
-2.4,41,-978,17,908,-7,64
-2.17,37,-978,13,908,-3,60
-2.28,39,-978,11,910,-7,68
-2.46,42,-978,17,904,-3,66
-2.28,39,-980,13,908,-1,68
-2.4,41,-978,11,912,-7,66
-2.58,44,-978,11,904,-3,70
-2.82,48,-974,11,908,-3,78
-2.69,46,-980,19,908,-7,74
-2.57,44,-980,19,904,-9,78
-2.68,46,-982,19,906,-7,78
-2.45,42,-980,13,904,-5,74
-2.4,41,-980,13,906,-5,74
-2.45,42,-982,17,904,-9,76
-2.28,39,-978,13,908,-3,72
-2.05,35,-978,9,912,-3,66
-2.45,42,-980,15,910,-5,72
-2.8,48,-980,13,908,-5,78
-2.7,46,-974,11,908,-1,80
-2.69,46,-978,13,910,-7,76
-3.04,52,-980,13,908,-5,80
-3.04,52,-978,15,908,-7,80
-2.94,50,-974,15,914,-5,78
-2.59,44,-972,17,912,-1,76
-2.29,39,-974,13,912,0,68
-2.58,44,-976,13,908,-3,72
-2.4,41,-978,17,908,-11,70
-2.58,44,-976,17,908,-9,70
-2.8,48,-980,15,908,-5,80
-2.91,50,-982,15,908,-3,78
-2.8,48,-980,13,906,-7,78
-3.06,52,-974,15,906,-5,72
-2.82,48,-976,15,904,-9,76
-2.81,48,-978,13,910,-1,78
-2.7,46,-974,13,904,-5,74
-2.41,41,-974,13,906,-1,72
-2.46,42,-978,13,908,-1,74
-2.46,42,-978,17,912,-7,74
-2.68,46,-982,17,908,-5,76
-2.57,44,-980,19,910,-3,74
-2.56,44,-984,15,910,-5,72
-2.45,42,-980,15,908,-1,72
-2.45,42,-980,13,912,-3,74
-2.28,39,-980,17,908,-7,70
-2.16,37,-980,13,910,-9,70
-2.93,50,-978,15,912,-5,78
-2.4,41,-980,17,910,-9,68
-2.28,39,-980,17,910,-1,70
-2.17,37,-978,9,912,-5,66
-2.4,41,-978,9,912,-5,68
