Inclinometer Data Before Filtering,Filtered Data,Norm_Var,Filted Var
-36.5217,-37.0565,0.0199814,2.7319
-36.2571,-36.92,0.0307001,2.7319
-35.992,-36.7616,0.0413723,2.7319
-36.1861,-36.6633,0.0159087,2.7319
-36.1154,-36.5698,0.0144215,2.7319
-35.6564,-36.4138,0.0400752,2.7319
-35.7539,-36.3011,0.0209199,2.7319
-35.6287,-36.1863,0.0217215,2.7319
-35.4888,-36.0672,0.0233725,2.7319
-35.1887,-35.9172,0.0370765,2.7319
-35.3845,-35.8263,0.013633,2.7319
-35.0958,-35.7015,0.0256323,2.7319
-34.5581,-35.5063,0.0628087,2.7319
-34.7256,-35.373,0.0292797,2.7319
-34.7943,-35.2742,0.0160881,2.7319
-34.1918,-35.0894,0.0562813,2.7319
-34.1918,-34.9361,0.0387027,2.7319
-34.0243,-34.7804,0.0399408,2.7319
-34.1597,-34.6744,0.01851,2.7319
-34.0919,-34.575,0.0163027,2.7319
-33.8571,-34.4524,0.0247571,2.7319
-33.9895,-34.3734,0.010294,2.7319
-33.5898,-34.2396,0.029495,2.7319
-33.4569,-34.1059,0.0294281,2.7319
-33.5396,-34.0092,0.0154082,2.7319
-33.034,-33.8427,0.0456898,2.7319
-32.8367,-33.671,0.0486197,2.7319
-32.605,-33.4889,0.0545846,2.7319
-32.7063,-33.3553,0.0294257,2.7319
-32.2622,-33.1687,0.0574019,2.7319
-32.1712,-32.9984,0.0477965,2.7319
-31.6832,-32.7738,0.0830905,2.7319
-31.4695,-32.5511,0.0817244,2.7319
-31.7765,-32.4188,0.0288238,2.7319
-30.6932,-32.1242,0.143053,2.7319
-31.0571,-31.942,0.0547022,2.7319
-31.22,-31.8187,0.0250419,2.7319
-30.4655,-31.5877,0.0879695,2.7319
-30.5084,-31.4034,0.0559567,2.7319
-30.0439,-31.1713,0.0887862,2.7319
-29.9252,-30.9585,0.0745891,2.7319
-29.4599,-30.7026,0.107887,2.7319
-29.143,-30.4363,0.116852,2.7319
-28.9084,-30.1754,0.112151,2.7319
-28.9084,-29.9591,0.0771221,2.7319
-28.5817,-29.7239,0.0911418,2.7319
-28.4275,-29.5026,0.0807396,2.7319
-27.8879,-29.2269,0.125245,2.7319
-27.3536,-28.907,0.168576,2.7319
-27.2391,-28.6222,0.133643,2.7319
-27.3462,-28.4044,0.0782201,2.7319
-26.3758,-28.058,0.197683,2.7319
-26.1054,-27.7246,0.183155,2.7319
-26.5919,-27.5312,0.0616345,2.7319
-25.8385,-27.2422,0.137643,2.7319
-25.3462,-26.9185,0.172688,2.7319
-25.5694,-26.6881,0.0874283,2.7319
-25.3004,-26.4512,0.0925107,2.7319
-25.1148,-26.223,0.0857918,2.7319
-24.3687,-25.9064,0.165177,2.7319
-24.2939,-25.6311,0.124906,2.7319
-24.404,-25.4215,0.0723312,2.7319
-24.0731,-25.1913,0.0873498,2.7319
-23.7671,-24.9481,0.0974408,2.7319
-23.7187,-24.7382,0.0726112,2.7319
-23.4507,-24.5184,0.0796339,2.7319
-23.056,-24.2687,0.102734,2.7319
-22.8806,-24.0317,0.0925608,2.7319
-23.293,-23.9056,0.0262123,2.7319
-22.4064,-23.6496,0.107966,2.7319
-22.249,-23.4104,0.0942348,2.7319
-22.2947,-23.2199,0.0598027,2.7319
-21.8796,-22.9911,0.086302,2.7319
-21.8126,-22.7899,0.0667174,2.7319
-21.6116,-22.5887,0.0666927,2.7319
-21.5883,-22.4179,0.0480756,2.7319
-21.5439,-22.2686,0.0366935,2.7319
-21.2755,-22.0991,0.0473828,2.7319
-21.7233,-22.0349,0.00678335,2.7319
-20.7118,-21.809,0.0840983,2.7319
-21.2505,-21.7136,0.0149843,2.7319
-20.9641,-21.5857,0.0269887,2.7319
-19.9156,-21.3005,0.133985,2.7319
-20.0606,-21.0888,0.0738536,2.7319
-20.0606,-20.9132,0.0507866,2.7319
-19.7105,-20.7079,0.0694925,2.7319
-19.67,-20.5307,0.0517474,2.7319
-19.3467,-20.3285,0.0673402,2.7319
-18.5111,-20.0182,0.158672,2.7319
-18.4732,-19.7544,0.11467,2.7319
-18.8532,-19.6005,0.0390155,2.7319
-18.0905,-19.3427,0.109538,2.7319
-17.9381,-19.1029,0.094776,2.7319
-17.2815,-18.7919,0.159364,2.7319
-17.1917,-18.5187,0.123008,2.7319
-17.076,-18.2723,0.0999823,2.7319
-17.085,-18.0696,0.0677238,2.7319
-16.7744,-17.8485,0.0805882,2.7319
-16.0203,-17.5363,0.160554,2.7319
-16.1855,-17.3057,0.0876562,2.7319
-16.1704,-17.1118,0.0619142,2.7319
-15.4242,-16.8237,0.136819,2.7319
-14.4911,-16.4254,0.261376,2.7319
-14.6335,-16.1194,0.154249,2.7319
-13.9627,-15.7512,0.223456,2.7319
-13.7584,-15.4109,0.190774,2.7319
-13.9044,-15.1537,0.109032,2.7319
-12.8817,-14.7658,0.247978,2.7319
-13.0263,-14.4688,0.145355,2.7319
-13.2061,-14.2532,0.0765901,2.7319
-12.7111,-13.9899,0.114237,2.7319
-11.3811,-13.5444,0.32694,2.7319
-11.8639,-13.2575,0.135673,2.7319
-11.4755,-12.9532,0.152549,2.7319
-11.6284,-12.727,0.0843174,2.7319
-11.4516,-12.5093,0.0781457,2.7319
-11.3573,-12.3126,0.0637478,2.7319
-10.6972,-12.0368,0.125353,2.7319
-10.956,-11.8522,0.0561107,2.7319
-10.956,-11.6992,0.0385854,2.7319
-10.7195,-11.5319,0.046108,2.7319
-10.6012,-11.373,0.0416132,2.7319
-10.3642,-11.2008,0.0488886,2.7319
-10.439,-11.0707,0.0278757,2.7319
-9.86839,-10.8654,0.0694418,2.7319
-9.74964,-10.6749,0.0598053,2.7319
-9.13549,-10.4121,0.113841,2.7319
-8.86027,-10.1471,0.115679,2.7319
-9.17756,-9.98155,0.0451565,2.7319
-8.71865,-9.76592,0.0766184,2.7319
-8.56344,-9.5606,0.0694623,2.7319
-8.32565,-9.34974,0.0732647,2.7319
-7.25211,-8.99158,0.211375,2.7319
-7.13249,-8.67415,0.166034,2.7319
-7.47547,-8.46949,0.0690246,2.7319
-6.36692,-8.11049,0.21237,2.7319
-6.41354,-7.82074,0.138334,2.7319
-6.65343,-7.62143,0.0654588,2.7319
-6.20085,-7.37887,0.0969451,2.7319
-5.47164,-7.05323,0.174744,2.7319
-5.47164,-6.78318,0.120166,2.7319
-4.52823,-6.39816,0.244269,2.7319
-5.10217,-6.17688,0.0806859,2.7319
-4.52347,-5.89457,0.131327,2.7319
-4.48577,-5.65402,0.0953437,2.7319
-4.39409,-5.4389,0.0762588,2.7319
-4.3849,-5.25893,0.0533671,2.7319
-3.38063,-4.93822,0.169483,2.7319
-3.49372,-4.69158,0.100238,2.7319
-3.80204,-4.5397,0.0380128,2.7319
-3.61388,-4.38162,0.0411763,2.7319
-3.47185,-4.22628,0.0397612,2.7319
-2.53143,-3.9369,0.137993,2.7319
-2.51032,-3.69332,0.0977653,2.7319
-2.40093,-3.47265,0.080238,2.7319
-1.68115,-3.16676,0.15418,2.7319
-2.03686,-2.97384,0.0613304,2.7319
-1.80874,-2.7749,0.0652108,2.7319
-1.26367,-2.51687,0.109713,2.7319
-1.26102,-2.30244,0.0757652,2.7319
-1.67065,-2.19457,0.0191753,2.7319
-0.898919,-1.97334,0.0806433,2.7319
-0.782352,-1.76999,0.0681414,2.7319
-0.660614,-1.58057,0.0591222,2.7319
-0.0601846,-1.32097,0.111046,2.7319
-0.180553,-1.12625,0.0624775,2.7319
-0.0599328,-0.944185,0.0546222,2.7319
0.421285,-0.711039,0.0895692,2.7319
1.02303,-0.414957,0.144453,2.7319
0.420402,-0.272324,0.0335228,2.7319
0.30029,-0.174554,0.0157514,2.7319
0.900803,0.00905685,0.055552,2.7319
0.657856,0.119835,0.0202216,2.7319
0.900803,0.253181,0.0292995,2.7319
1.01875,0.383897,0.0281555,2.7319
1.01662,0.491931,0.0192318,2.7319
0.775833,0.540406,0.00387196,2.7319
0.775833,0.574768,0.0034598,2.3353
1.68468,0.716265,0.0768979,2.03977
1.92115,0.884816,0.0697405,2.23824
1.68115,1.00345,0.0304638,2.38351
1.55787,1.08966,0.0147665,2.48792
1.56113,1.16515,0.0106785,2.56198
1.55787,1.22931,0.00740901,2.61401
1.66718,1.30184,0.00921049,2.65034
2.62969,1.52389,0.0847014,2.67557
2.28102,1.65133,0.0275382,2.69306
2.40093,1.77806,0.0269934,2.70514
2.38594,1.88115,0.0177511,2.71347
2.40093,1.96949,0.0129786,2.71922
2.6407,2.08373,0.0216427,2.72317
2.39092,2.13606,0.00453326,2.7259
2.40093,2.17465,0.00437912,2.33092
2.38594,2.20154,0.00278671,2.03643
2.40093,2.22408,0.00248159,1.80847
2.39092,2.24104,0.00173756,1.62684
2.16108,2.23365,0.000399137,1.47875
2.64624,2.26861,0.010626,1.35574
2.15656,2.25662,0.000603174,1.71288
2.2715,2.25806,1.38E-05,1.54928
2.40093,2.27069,0.00127418,1.41458
2.16108,2.26177,0.000749958,1.30179
2.38594,2.27113,0.000962405,1.20598
2.40597,2.2806,0.00113493,1.12361
2.40093,2.28851,0.000903826,1.05207
2.39592,2.29515,0.000720126,0.989357
2.39592,2.30104,0.000633822,0.93396
2.52083,2.31319,0.00301557,0.884681
2.39092,2.31727,0.000377163,0.840572
2.64624,2.33374,0.00675528,0.800873
2.40597,2.33941,0.000250637,1.25632
2.39592,2.34353,0.000199335,1.167
2.15656,2.3308,0.00218218,1.08984
2.28102,2.32762,0.000154662,1.02253
2.16562,2.31786,0.00163811,0.963319
2.27625,2.31549,0.000108087,0.910838
2.51556,2.3263,0.00249855,0.864017
2.28102,2.32397,0.000127965,0.821999
2.2715,2.3214,0.000171859,0.784094
2.39592,2.32489,0.000346649,0.749735
2.2715,2.32249,0.000177942,0.718457
2.51556,2.33082,0.00232675,0.689872
2.39592,2.33352,0.000264559,0.663653
2.39092,2.33581,0.000205675,0.639527
2.40093,2.33833,0.000264683,0.617258
2.63518,2.34939,0.0055008,0.596647
2.39592,2.35107,0.000135117,0.577521
2.28102,2.34862,0.000306342,0.55973
2.52083,2.35447,0.00185113,0.543144
2.15656,2.34794,0.00244495,0.52765
2.15656,2.3418,0.00228635,0.513147
2.2715,2.33961,0.000308536,0.499548
2.41103,2.34178,0.000318406,0.486774
2.2858,2.34012,0.000195633,0.474756
2.15206,2.33467,0.00220768,0.463432
2.15206,2.32951,0.00208165,0.452748
2.52083,2.3348,0.00228493,0.442653
2.51032,2.33955,0.00192305,0.433103
2.27625,2.33787,0.000250127,0.424058
2.52612,2.34276,0.00221203,0.415482
2.27625,2.34107,0.000276143,0.40734
2.2715,2.33933,0.000302108,0.399604
2.40093,2.34084,0.000236856,0.392247
2.52083,2.34517,0.00202222,0.385242
2.63518,2.35204,0.00524987,0.378568
2.15656,2.34749,0.00238521,0.372203
2.27625,2.34586,0.000316792,0.366129
2.40093,2.3471,0.000189314,0.360327
2.40093,2.34829,0.000180883,0.354782
2.39092,2.34922,0.000113425,0.349478
2.15656,2.34508,0.00231706,0.344402
2.39592,2.34616,0.000161363,0.33954
2.39592,2.3472,0.000154587,0.334881
2.39592,2.3482,0.000148183,0.330414
2.51556,2.35161,0.00174833,0.326128
2.26677,2.34991,0.000449352,0.322014
2.39092,2.35072,0.000104997,0.318063
2.27625,2.34926,0.000346201,0.314267
2.52083,2.35259,0.00183748,0.310617
2.2858,2.35131,0.000278462,0.307107
2.27625,2.34988,0.000351671,0.30373
2.53143,2.35329,0.00205737,0.300479
2.52083,2.35641,0.0017521,0.297348
2.28102,2.35502,0.000354753,0.294332
2.27625,2.35359,0.000387309,0.291426
2.39592,2.35435,0.000111875,0.288624
2.39592,2.35509,0.000107875,0.285921
2.27625,2.3537,0.000388015,0.283314
2.28102,2.35242,0.000329697,0.280798
2.52083,2.35535,0.0017704,0.278369
2.52612,2.3583,0.00182037,0.276024
2.52083,2.36108,0.00164902,0.273758
2.52083,2.36379,0.00159307,0.271569
2.15206,2.36022,0.00279831,0.269454
2.51556,2.36282,0.00150622,0.267409
2.51032,2.36527,0.00135808,0.265431
2.39592,2.36577,5.87E-05,0.263518
2.27625,2.36431,0.000500249,0.261668
2.27625,2.36288,0.000484021,0.259877
2.27625,2.36148,0.000468425,0.258144
2.40597,2.36219,0.000123561,0.256466
2.38594,2.36257,3.52E-05,0.254841
2.52083,2.36508,0.00156343,0.253268
2.52612,2.36761,0.00161893,0.251743
2.28102,2.36625,0.000468022,0.250267
2.28102,2.36493,0.000453496,0.248836
2.28102,2.36363,0.0004395,0.247449
2.40093,2.36421,8.68E-05,0.246104
2.39592,2.36469,6.28E-05,0.2448
2.41611,2.36547,0.000165041,0.243536
2.40597,2.36609,0.000102371,0.24231
2.39592,2.36654,5.56E-05,0.241121
2.28102,2.36525,0.000456493,0.239967
2.27625,2.36392,0.000494484,0.238847
2.27625,2.36262,0.000479831,0.237761
2.2715,2.36127,0.000518304,0.236707
2.40093,2.36186,9.82E-05,0.235683
2.27625,2.3606,0.000457475,0.234689
2.38594,2.36097,4.01E-05,0.233725
2.27625,2.35974,0.00044806,0.232788
2.40597,2.36041,0.000133409,0.231878
2.27625,2.35919,0.000442128,0.230994
2.27625,2.358,0.000429454,0.230136
2.28102,2.3569,0.000369925,0.229302
2.39592,2.35746,9.50E-05,0.228491
2.40093,2.35807,0.000117978,0.227704
2.52083,2.36038,0.00165352,0.226939
2.51556,2.36258,0.00150311,0.226195
2.15656,2.35967,0.00264937,0.225472
2.40093,2.36025,0.000106248,0.22477
2.2858,2.35921,0.000346022,0.224087
2.40597,2.35986,0.000136483,0.223423
2.63518,2.3637,0.00473154,0.222777
2.28102,2.36255,0.000426682,0.222149
2.16108,2.35976,0.00253369,0.221539
2.26677,2.35848,0.000539763,0.220945
2.40093,2.35906,0.00011251,0.220367
2.51556,2.36121,0.00152886,0.219806
2.51556,2.36333,0.00148714,0.219259
2.39592,2.36377,6.63E-05,0.218728
2.28102,2.36264,0.000427445,0.218211
2.51556,2.36472,0.00145967,0.217708
2.27625,2.36352,0.000488604,0.217218
2.27625,2.36234,0.000475427,0.216742
2.40093,2.36286,9.30E-05,0.216278
2.28102,2.36176,0.0004181,0.215827
2.27625,2.36061,0.000456396,0.215388
2.52083,2.36276,0.00160248,0.21496
2.40597,2.36334,0.000116555,0.214545
2.38099,2.36357,1.95E-05,0.21414
2.51032,2.36553,0.00134421,0.213746
2.51556,2.36754,0.00140497,0.213362
2.64624,2.37125,0.00484871,0.212988
2.2715,2.36992,0.000621045,0.212625
2.39592,2.37026,4.22E-05,0.212271
2.28102,2.36908,0.000497168,0.211926
2.15656,2.36627,0.00281934,0.21159
2.27625,2.36508,0.000505868,0.211264
2.29061,2.3641,0.000346212,0.210945
2.16562,2.36149,0.00245911,0.210635
2.27625,2.36037,0.000453536,0.210333
2.40597,2.36097,0.000129808,0.210039
2.29061,2.36004,0.000308994,0.209753
2.52612,2.36222,0.00172166,0.209474
2.28102,2.36116,0.000411563,0.209203
2.27625,2.36005,0.000450014,0.208938
2.63518,2.36364,0.00472518,0.20868
2.40093,2.36412,8.68E-05,0.208429
2.28102,2.36304,0.000431088,0.208185
2.27625,2.36191,0.000470208,0.207947
2.39092,2.36229,5.25E-05,0.207715
2.14759,2.35951,0.0028774,0.207489
2.62422,2.36293,0.00437414,0.207268
2.63518,2.36646,0.00462656,0.207054
2.51556,2.36839,0.00138773,0.206845
2.40093,2.36881,6.61E-05,0.206641
2.17017,2.36624,0.00246293,0.206443
2.28102,2.36514,0.000453366,0.206249
2.51556,2.36708,0.00141229,0.206061
2.39592,2.36745,5.19E-05,0.205877
2.52083,2.36942,0.00146845,0.205698
2.6407,2.37291,0.00459366,0.205524
2.15656,2.37013,0.00292178,0.205354
2.26677,2.36881,0.0006669,0.205188
2.28102,2.36768,0.000481055,0.205027
2.15206,2.36492,0.00290217,0.20487
2.40093,2.36538,8.09E-05,0.204716
2.39592,2.36577,5.82E-05,0.204567
2.51556,2.36769,0.00140053,0.204422
2.27625,2.36652,0.000521879,0.20428
2.51556,2.36842,0.0013866,0.204141
2.51556,2.3703,0.00135145,0.204007
2.27625,2.3691,0.000552101,0.203875
2.16108,2.36645,0.00270108,0.203747
2.2715,2.36524,0.000562751,0.203623
2.50509,2.36702,0.00122084,0.203501
2.2858,2.36599,0.000411769,0.203382
2.14759,2.36321,0.00297735,0.203267
2.39092,2.36356,4.79E-05,0.203154
2.39592,2.36397,6.54E-05,0.203044
2.51556,2.3659,0.00143434,0.202937
2.52083,2.36786,0.00149839,0.202833
2.39092,2.36815,3.32E-05,0.202731
2.52612,2.37015,0.00155764,0.202632
2.39092,2.37042,2.69E-05,0.202535
2.40093,2.3708,5.81E-05,0.202441
2.15656,2.36809,0.00286517,0.202349
2.40597,2.36857,8.96E-05,0.20226
2.39592,2.36892,4.67E-05,0.202172
2.39592,2.36926,4.55E-05,0.202087
2.39592,2.3696,4.44E-05,0.202004
2.40597,2.37005,8.26E-05,0.201923
2.28102,2.36893,0.000494828,0.201845
2.2715,2.3677,0.000592564,0.201768
2.2715,2.36649,0.000577713,0.201693
2.28102,2.36541,0.000456,0.20162
2.52083,2.36737,0.00150777,0.201548
2.28102,2.36628,0.000465446,0.201479
2.15656,2.36364,0.00274556,0.201411
2.40093,2.36411,8.68E-05,0.201345
2.51556,2.36602,0.00143173,0.201281
2.52612,2.36803,0.00160004,0.201218
2.28102,2.36694,0.000472594,0.201157
2.39092,2.36724,3.59E-05,0.201097
2.40093,2.36766,7.09E-05,0.201039
2.04541,2.36361,0.00648229,0.200982
2.28102,2.35985,0.000327712,0.72871
2.27625,2.3562,0.00043629,0.699254
2.16562,2.34819,0.00226718,0.672268
2.16108,2.34062,0.00218543,0.647463
2.40597,2.34317,0.000266585,0.62459
2.38594,2.34478,0.000114184,0.60344
2.16108,2.33808,0.00210655,0.583829
2.40093,2.3403,0.000246571,0.565602
2.51032,2.34613,0.00180437,0.548623
2.27625,2.3438,0.000304836,0.532771
2.15656,2.33774,0.00218855,0.517944
2.38594,2.33926,0.000145,0.504048
2.29061,2.33777,0.000147753,0.491003
2.52083,2.34325,0.00209185,0.478737
2.40597,2.34508,0.000245585,0.467186
2.40597,2.34681,0.000231452,0.456291
2.40093,2.34832,0.000182804,0.446002
2.39592,2.34962,0.000141417,0.436273
2.40597,2.35112,0.000198206,0.427061
2.40597,2.35256,0.000187766,0.41833
2.39092,2.35354,9.19E-05,0.410045
2.15656,2.34859,0.00242208,0.402176
2.39592,2.34976,0.000139831,0.394693
2.40093,2.351,0.000163457,0.387572
2.52612,2.35517,0.00191435,0.380788
2.39592,2.35612,0.00010368,0.374321
2.39092,2.35692,7.56E-05,0.368151
2.15656,2.35238,0.00250586,0.362259
2.39092,2.35324,9.27E-05,0.356629
2.62422,2.35919,0.00458358,0.351245
2.51556,2.36257,0.0015263,0.346093
2.27625,2.36073,0.000465149,0.34116
2.16562,2.35663,0.00237634,0.336434
2.28102,2.35506,0.000356857,0.331903
2.40597,2.3561,0.000161778,0.327557
2.52083,2.35943,0.0016938,0.323386
2.27625,2.35777,0.000431924,0.319381
2.15656,2.3538,0.00252725,0.315533
2.39092,2.35453,8.60E-05,0.311835
2.27625,2.35302,0.000382486,0.308278
2.40093,2.35393,0.000143283,0.304857
2.51032,2.35688,0.00152666,0.301564
2.39592,2.35761,9.51E-05,0.298393
2.40597,2.3585,0.000145997,0.295339
2.52612,2.36156,0.00175382,0.292396
2.39592,2.36219,7.37E-05,0.289559
2.16108,2.35858,0.00252457,0.286824
2.51032,2.36128,0.00143725,0.284185
2.40093,2.36197,9.82E-05,0.281639
2.40597,2.36274,0.000120828,0.279181
2.39092,2.36323,4.96E-05,0.276807
2.52612,2.36602,0.00165627,0.274515
2.2858,2.36466,0.000401739,0.272301
2.03686,2.35912,0.00670735,0.270161
2.52083,2.36712,0.00125617,0.791472
2.40093,2.36872,7.13E-05,0.756435
2.04112,2.35389,0.00669927,0.724566
2.62969,2.37442,0.00365424,1.19124
2.52083,2.38458,0.00133807,1.11086
2.28102,2.37785,0.000669519,1.04093
2.51032,2.38596,0.00109545,0.979547
2.28102,2.37989,0.000687382,0.925257
2.40597,2.38132,4.25E-05,0.87691
2.27625,2.37584,0.000689099,0.833593
2.39592,2.37684,2.52E-05,0.794572
2.50509,2.38293,0.0010267,0.759248
2.28102,2.3783,0.000648256,0.72713
2.2858,2.37426,0.000534051,0.697809
2.28102,2.37035,0.0005427,0.670942
2.51556,2.37622,0.00131619,0.646242
2.51032,2.38144,0.00112257,0.623463
2.39592,2.38199,1.31E-05,0.602395
2.62969,2.39101,0.00382999,0.58286
2.39092,2.39101,5.16E-10,0.5647
2.39592,2.39118,1.51E-06,0.547781
2.15206,2.38323,0.00356906,0.531985
2.28102,2.37992,0.000652058,0.517207
2.51556,2.38419,0.00114842,0.503358
2.27625,2.38088,0.000727266,0.490354
2.2715,2.37761,0.000746827,0.478127
2.2858,2.37493,0.000526185,0.46661
2.16108,2.36884,0.00285479,0.455748
2.65739,2.37688,0.0051972,0.445489
2.39592,2.3774,2.26E-05,0.435787
2.39092,2.37776,1.14E-05,0.426601
2.52083,2.38149,0.00127778,0.417894
2.51556,2.38493,0.00112196,0.409631
2.28102,2.38232,0.000673932,0.401782
2.39092,2.38253,4.62E-06,0.394318
2.28102,2.38007,0.000643194,0.387215
2.2715,2.37749,0.000735821,0.380448
2.38099,2.37757,7.65E-07,0.373997
2.40093,2.37811,3.41E-05,0.367841
2.2715,2.3757,0.000709457,0.361963
2.16108,2.37092,0.00287519,0.356346
2.40093,2.37158,5.62E-05,0.350974
2.16108,2.36703,0.00276582,0.345834
2.40093,2.36775,7.18E-05,0.340912
2.04971,2.36107,0.00631388,0.336196
2.51032,2.369,0.00107016,0.850902
2.2715,2.36407,0.000593438,0.810189
2.16108,2.35425,0.00257199,0.773405
2.27625,2.35065,0.000379815,0.740019
2.39092,2.35243,0.000101247,0.709588
2.28102,2.34939,0.000318335,0.681747
2.40093,2.3515,0.000165819,0.656185
2.39592,2.35326,0.000123148,0.63264
2.27625,2.35032,0.000370192,0.61089
2.39092,2.35182,0.000102897,0.590743
2.27625,2.34912,0.000356465,0.572033
2.28102,2.34676,0.00028946,0.554618
2.39592,2.34841,0.000150879,0.538372
2.63518,2.35779,0.00513338,0.523186
2.29061,2.35565,0.000281699,0.508964
2.28102,2.35334,0.000347673,0.495621
2.39092,2.35447,8.82E-05,0.483081
2.51556,2.35922,0.00161978,0.471278
2.39592,2.36027,8.41E-05,0.460153
2.39592,2.36128,7.93E-05,0.449651
2.28102,2.35907,0.000402057,0.439724
2.40093,2.3602,0.00010938,0.43033
2.26677,2.35774,0.000544842,0.42143
2.28102,2.35575,0.000367365,0.412988
2.28102,2.35386,0.000348645,0.404971
2.2858,2.35217,0.000289176,0.397352
2.40597,2.35348,0.000180657,0.390103
2.39592,2.3545,0.000112407,0.3832
2.15656,2.34984,0.00244573,0.376621
2.27625,2.34814,0.00033806,0.370346
2.28102,2.34661,0.000281202,0.364355
2.2858,2.34525,0.000230826,0.358632
2.52612,2.34924,0.00204214,0.353161
2.39592,2.35025,0.000136024,0.347927
2.16562,2.3463,0.00212795,0.342917
2.27625,2.34482,0.000306279,0.338117
2.51032,2.34827,0.00170982,0.333517
2.17017,2.3446,0.00197993,0.329106
2.28102,2.34331,0.000252363,0.324873
2.53143,2.34708,0.002209,0.320809
2.41103,2.34835,0.000255247,0.316905
2.39092,2.34918,0.000113117,0.313153
2.28102,2.34787,0.000290033,0.309547
2.40597,2.34898,0.000210747,0.306077
2.40093,2.34996,0.000168486,0.302739
2.15656,2.34634,0.0023348,0.299524
2.27625,2.34504,0.000306648,0.296429
2.2858,2.34395,0.000219068,0.293446
2.16108,2.34063,0.00208758,0.290572
2.52612,2.34397,0.00214765,0.2878
2.41103,2.34516,0.000280718,0.285127
2.40093,2.34615,0.000194119,0.282548
2.16562,2.34299,0.00203438,0.280058
2.39092,2.34382,0.000143404,0.277655
2.27625,2.34266,0.00028501,0.275334
2.29061,2.34177,0.000169103,0.273092
2.51556,2.34471,0.00188533,0.270925
2.17017,2.34178,0.0019017,0.268831
2.27625,2.34069,0.000268052,0.266807
3.60631,2.36164,0.0999875,0.264849
3.58378,2.42173,0.0717527,0.786671
3.23294,2.48481,0.0316129,1.24425
4.49514,2.68879,0.194146,1.62343
4.73382,2.9346,0.200907,1.92318
6.73789,3.44601,0.694886,2.15145
5.93694,3.80725,0.298069,2.32036
6.175,4.16874,0.269318,2.44273
6.84277,4.59157,0.343501,2.53003
6.94717,4.97312,0.266561,2.59161
7.57089,5.4009,0.324186,2.63472
8.42697,5.90488,0.439899,2.66474
8.52781,6.34513,0.330498,2.68556
9.0596,6.80319,0.353968,2.69996
8.93228,7.16379,0.217762,2.7099
8.96017,7.46881,0.155021,2.71675
9.17756,7.75946,0.140266,2.72148
9.31478,8.02432,0.116208,2.72473
9.40351,8.25938,0.0913781,2.72697
10.8204,8.69612,0.315079,2.72851
10.459,8.99686,0.149293,2.72957
10.6087,9.27191,0.124806,2.7303
11.6251,9.67354,0.266016,2.7308
11.7174,10.0224,0.200676,2.73115
11.6251,10.296,0.123392,2.73138
11.9071,10.5711,0.124689,2.73155
12.0239,10.8191,0.101398,2.73166
12.2319,11.0603,0.0958854,2.73173
12.308,11.2733,0.0747831,2.73179
12.1657,11.4257,0.0382536,2.73182
12.5159,11.6118,0.0570959,2.73185
13.5884,11.9493,0.187678,2.73187
13.4119,12.199,0.102762,2.73188
13.4726,12.4165,0.0779162,2.73189
13.7041,12.6363,0.0796449,2.73189
13.4448,12.7744,0.0313981,2.7319
14.3386,13.0415,0.11754,2.7319
14.3977,13.273,0.0883617,2.7319
14.2235,13.4353,0.0433978,2.7319
14.8586,13.6783,0.0973139,2.7319
15.1193,13.9244,0.0997471,2.7319
14.5984,14.0395,0.0218248,2.7319
15.432,14.2772,0.0931559,2.7319
15.203,14.4353,0.0411722,2.7319
15.349,14.5913,0.0401056,2.7319
15.8717,14.8099,0.0787556,2.7319
16.9892,15.182,0.228149,2.7319
16.1488,15.3471,0.0449,2.7319
16.3627,15.5205,0.04955,2.7319
16.7277,15.7266,0.0700084,2.7319
17.024,15.9481,0.0808584,2.7319
16.4096,16.0269,0.0102295,2.7319
17.5965,16.2949,0.118346,2.7319
17.322,16.4703,0.0506752,2.7319
18.3039,16.7834,0.161512,2.7319
18.0056,16.9921,0.0717627,2.7319
17.627,17.1005,0.0193669,2.7319
18.3039,17.306,0.0695719,2.7319
18.5661,17.5211,0.0762849,2.7319
18.5284,17.6931,0.0487416,2.7319
18.9407,17.9061,0.0747728,2.7319
18.9053,18.0767,0.0479601,2.7319
19.9374,18.3944,0.166316,2.7319
19.4104,18.5679,0.0495862,2.7319
20.3828,18.8778,0.158235,2.7319
20.1604,19.0968,0.0790296,2.7319
20.0898,19.2663,0.0473707,2.7319
20.8676,19.5397,0.123175,2.7319
20.9358,19.7781,0.0936274,2.7319
21.373,20.0504,0.122196,2.7319
22.1745,20.4131,0.216737,2.7319
21.9111,20.6689,0.1078,2.7319
22.1094,20.9148,0.0996865,2.7319
22.0856,21.1147,0.0658466,2.7319
22.9656,21.4308,0.164567,2.7319
23.0744,21.7114,0.12978,2.7319
23.0583,21.9414,0.0871492,2.7319
22.6562,22.0634,0.0245466,2.7319
23.508,22.3101,0.100247,2.7319
23.6159,22.533,0.0819144,2.7319
23.7711,22.7444,0.0736337,2.7319
23.8312,22.93,0.0567371,2.7319
23.9625,23.1063,0.0512131,2.7319
24.1307,23.2812,0.0504133,2.7319
24.4,23.4722,0.0601312,2.7319
24.4,23.6306,0.0413502,2.7319
25.1349,23.8875,0.108703,2.7319
25.8808,24.2278,0.190874,2.7319
26.144,24.555,0.176385,2.7319
