Angle1,x1,y1,Angle2,x2,y2,Angle3,x3,y3,,Angle_t
-28.22,460,-857,1.528491881,21,787,-2.116484566,-17,460,,30.30613362
-27.8,455,-863,1.089139623,15,789,-0.622754231,-5,460,,29.97109052
-28.01,457,-859,1.665522939,23,791,-2.344847901,-19,464,,30.01709042
-28.32,464,-861,1.814844185,25,789,-3.301857953,-27,468,,30.45912618
-28.01,458,-861,1.665522939,23,791,-2.825603732,-23,466,,30.07136773
-28.22,460,-857,1.785445708,25,802,-2.625254202,-21,458,,29.83705042
-27.9,457,-863,1.781007165,25,804,-2.125718397,-17,458,,29.61417544
-27.59,451,-863,1.665522939,23,791,-2.613855918,-21,460,,29.69017758
-26.91,439,-865,1.663421188,23,792,-2.701834987,-21,445,,28.99922556
-26.59,435,-869,2.224652068,31,798,-2.726304619,-21,441,,28.59529907
-26.28,431,-873,1.638607644,23,804,-1.956948648,-15,439,,28.19434246
-25.88,425,-876,1.353749604,19,804,-1.984044195,-15,433,,27.86117698
-25.96,425,-873,1.074167487,15,800,-1.948080451,-15,441,,27.97940896
-26.59,435,-869,1.798895032,25,796,-2.207582617,-17,441,,28.65576147
-26.59,435,-869,2.661324209,37,796,-3.762323926,-29,441,,28.65576147
-26.49,433,-869,1.798895032,25,796,-2.689764033,-21,447,,28.54479094
-26.8,439,-869,2.065738436,29,804,-2.701834987,-21,445,,28.63535166
-26.96,445,-875,1.485109981,21,810,-2.67780038,-21,449,,28.7835656
-26.85,441,-871,2.327236924,33,812,-3.441251242,-27,449,,28.50647091
-27.01,443,-869,2.401079206,33,787,-3.91479065,-31,453,,29.37496448
-26.22,429,-871,1.223464731,17,796,-1.680879672,-13,443,,28.32214702
-26.8,441,-873,1.347050349,19,808,-2.4669942,-19,441,,28.62529539
-26.75,441,-875,1.634543829,23,806,-2.701834987,-21,445,,28.68504827
-26.28,431,-873,2.070885423,29,802,-2.455870197,-19,443,,28.2538063
-25.67,421,-876,1.776590628,25,806,-2.714014691,-21,443,,27.57946406
-25.09,414,-884,1.076859002,15,798,-1.218872385,-9,423,,27.42008445
-25.19,414,-880,1.353749604,19,804,-1.76866221,-13,421,,27.24502413
-25.41,419,-882,1.763471431,25,812,-3.097683798,-23,425,,27.29411601
-25.47,421,-884,1.909147969,27,810,-4.685888882,-35,427,,27.46323033
-24.62,406,-886,1.759141303,25,814,-2.615051078,-19,416,,26.50865117
-24.51,404,-886,1.622472399,23,812,-2.889875162,-21,416,,26.45198004
-25.3,416,-880,2.474198682,35,810,-3.618092768,-27,427,,27.18407312
-24.51,404,-886,1.618488103,23,814,-2.085085559,-15,412,,26.39580949
-24.46,404,-888,1.606651737,23,820,-2.627666511,-19,414,,26.22861927
-24.03,396,-888,1.598856515,23,824,-2.94644049,-21,408,,25.66806592
-23.49,386,-888,1.333848768,19,816,-2.445814744,-17,398,,25.31592611
-23.45,386,-890,1.055697079,15,814,-2.445814744,-17,398,,25.37031758
-23.29,384,-892,0.491494707,7,816,-1.301949628,-9,396,,25.20106471
-23.71,390,-888,1.17336121,17,830,-1.282524084,-9,402,,25.1678113
-24.2,400,-890,1.333848768,19,816,-2.12633685,-15,404,,26.11385156
-24.26,402,-892,1.610577914,23,818,-2.397678159,-17,406,,26.17140396
-24.68,408,-888,2.444062342,35,820,-2.917883949,-21,412,,26.45308364
-24.37,404,-892,1.598856515,23,824,-2.351398731,-17,414,,26.11824844
-23.94,396,-892,1.179041746,17,826,-0.982917091,-7,408,,25.61387919
-23.88,394,-890,1.327344522,19,820,-1.559644615,-11,404,,25.663657
-23.88,394,-890,1.481453707,21,812,-2.12633685,-15,404,,25.88360617
-24.08,396,-886,1.909147969,27,810,-2.409533897,-17,404,,26.05343439
-22.69,378,-904,1.032862481,15,832,-1.017835857,-7,394,,24.43351985
-24.14,398,-888,2.716369532,39,822,-3.523608058,-25,406,,25.83550508
-23.77,392,-890,1.742031307,25,822,-3.558579181,-25,402,,25.49574457
-23.29,384,-892,1.470592087,21,818,-1.899414571,-13,392,,25.14706954
-23.04,382,-898,0.624261991,9,826,-1.028272969,-7,390,,24.81905472
-23.24,384,-894,1.040363471,15,826,-1.023027796,-7,392,,24.93323614
-23.68,392,-894,1.452838972,21,828,-2.169252517,-15,396,,25.33421726
-22.67,375,-898,1.606651737,23,820,-2.202593011,-15,390,,24.57536973
-22.12,365,-898,0.20809465,3,826,-0.454717798,-3,378,,23.84003406
-23.21,386,-900,1.867674472,27,828,-2.774913202,-19,392,,24.99410162
-22.78,378,-900,1.989109143,29,835,-3.392421506,-23,388,,24.35594952
-22.62,375,-900,1.856471809,27,833,-3.481950137,-23,378,,24.236268
-21.88,363,-904,1.863177227,27,830,-2.327809646,-15,369,,23.62207949
-21.97,363,-900,1.719041188,25,833,-2.588731616,-17,376,,23.54628013
-22.32,367,-894,2.138963613,31,830,-3.463668817,-23,380,,23.85345724
-22.31,371,-904,1.856471809,27,833,-3.74437533,-25,382,,24.00709049
-21.97,363,-900,1.170541415,17,832,-1.985453942,-13,375,,23.57149556
-21.99,365,-904,1.166337041,17,835,-1.969708833,-13,378,,23.61132196
-21.97,363,-900,1.032862481,15,832,-2.290604686,-15,375,,23.57149556
-21.99,365,-904,1.444122154,21,833,-1.980177688,-13,376,,23.66178868
-21.68,357,-898,1.17336121,17,830,-1.374831566,-9,375,,23.27347603
-22.71,375,-896,1.577804452,23,835,-2.832630698,-19,384,,24.18487748
-22.94,380,-898,2.276820429,33,830,-3.392421506,-23,388,,24.59973308
-21.92,363,-902,1.856471809,27,833,-2.892798129,-19,376,,23.54628013
-22.18,367,-900,1.733600481,25,826,-2.575053109,-17,378,,23.95599667
-22.34,369,-898,1.863177227,27,830,-3.146593373,-21,382,,23.96883755
-22.67,375,-898,1.179041746,17,826,-1.918981599,-13,388,,24.41776148
-21.99,365,-904,0.756561189,11,833,-0.152381677,-1,376,,23.66178868
-22.98,380,-896,2.271353042,33,832,-3.375064793,-23,390,,24.54758127
-22.74,378,-902,1.960950299,29,847,-3.667779479,-25,390,,24.05024229
-22.36,371,-902,1.56655345,23,841,-3.528507925,-23,373,,23.80421053
-21.55,357,-904,1.856471809,27,833,-2.931717064,-19,371,,23.19853627
-21.81,361,-902,0.759295428,11,830,-1.39717776,-9,369,,23.50608284
-22.12,369,-908,1.970247611,29,843,-2.290604686,-15,375,,23.64001795
-21.53,359,-910,1.155271614,17,843,-2.017711274,-13,369,,23.06716213
-19.82,328,-910,0.344320648,5,832,0,0,345,,21.5158344
-19.7,328,-916,0.342263823,5,837,0.168021939,1,341,,21.39895819
-20.31,339,-916,1.555461731,23,847,-2.461048896,-15,349,,21.81302055
-20.98,349,-910,2.959771489,44,851,-4.301046002,-27,359,,22.29876429
-20.36,341,-919,2.062018707,31,861,-3.814065915,-23,345,,21.60604625
-19.57,326,-917,1.14173159,17,853,-1.836840135,-11,343,,20.91583434
-19.68,328,-917,1.555461731,23,847,-3.226902086,-19,337,,21.16880092
-19.52,324,-914,1.821509092,27,849,-3.858671314,-23,341,,20.88807793
-18.68,312,-923,0.87932103,13,847,-1.222587333,-7,328,,20.22167729
-18.34,304,-917,0.619016502,9,833,-0.527245659,-3,326,,20.04930389
-19.3,320,-914,1.155271614,17,843,-3.608460414,-21,333,,20.78654692
-20.13,335,-914,1.674834074,25,855,-3.134095922,-19,347,,21.39583492
-20.03,335,-919,1.530181794,23,861,-2.804748772,-17,347,,21.26008911
-19.6,328,-921,1.686663544,25,849,-2.533552964,-15,339,,21.12333518
-19.57,326,-917,2.22591869,33,849,-3.246126096,-19,335,,21.00579928
-18.97,318,-925,1.131125936,17,861,-1.891960994,-11,333,,20.27105559
-19.05,318,-921,1.308206831,19,832,-1.562221264,-9,330,,20.91738408
-18.6,312,-927,1.026693779,15,837,-1.944475667,-11,324,,20.44338793
-18.27,308,-933,0.869062158,13,857,-0.895171617,-5,320,,19.76804759
-18.27,306,-927,1.393941084,21,863,-2.326356364,-13,320,,19.52329309
-18.38,308,-927,1.817231098,27,851,-4.439513617,-25,322,,19.89651872
-18.19,304,-925,1.282020709,19,849,-2.340971309,-13,318,,19.70079078
-17.97,300,-925,1.406978589,21,855,-1.621142123,-9,318,,19.33476332
-18.01,302,-929,1.526637282,23,863,-3.462711952,-19,314,,19.28704376
-17.71,298,-933,1.505710248,23,875,-2.700623022,-15,318,,18.80733197
-17.71,296,-927,1.400429499,21,859,-3.159216447,-17,308,,19.01322708
-16.68,279,-931,1.406978589,21,855,-3.243284699,-17,300,,18.07227989
-16.16,271,-935,0.865025318,13,861,-2.971156314,-15,289,,17.47136972
-16.02,269,-937,1.252524564,19,869,-2.557898569,-13,291,,17.19993357
-16.75,279,-927,2.205160596,33,857,-4.113495102,-21,292,,18.03283761
-16.94,283,-929,1.400429499,21,859,-3.287017406,-17,296,,18.23457211
-16.87,283,-933,0.993466533,15,865,-0.961246138,-5,298,,18.11637865
-17.97,300,-925,1.791979123,27,863,-3.462711952,-19,314,,19.16866237
-18.3,304,-919,1.942616351,29,855,-4.495129101,-25,318,,19.57308006
-17.86,298,-925,1.796138952,27,861,-2.734973955,-15,314,,19.09116174
-18.34,306,-923,1.400429499,21,859,-3.040972508,-17,320,,19.60728563
-18.42,308,-925,1.149817254,17,847,-1.253142389,-7,320,,19.98305979
-18.19,304,-925,1.14173159,17,853,-0.547393971,-3,314,,19.61547319
-18.27,304,-921,0.871094739,13,855,-1.237676337,-7,324,,19.57308006
-19.35,322,-917,1.544525935,23,853,-3.565741189,-21,337,,20.68103238
-19.46,324,-917,1.548154079,23,851,-3.226902086,-19,337,,20.84320942
-19.46,324,-917,1.694643106,25,845,-3.26558028,-19,333,,20.97837075
-18.83,314,-921,0.742304874,11,849,-1.215179941,-7,330,,20.29670908
-19.31,322,-919,1.005083655,15,855,-1.18994615,-7,337,,20.63673654
-19.48,324,-916,1.694643106,25,845,-4.293420689,-25,333,,20.97837075
-19.09,318,-919,1.406978589,21,855,-3.26558028,-19,333,,20.40162127
-18.34,306,-923,0.875188556,13,851,-1.59113655,-9,324,,19.77737012
-18.49,308,-921,1.682701869,25,851,-3.356086291,-19,324,,19.89651872
-18.12,304,-929,1.139061578,17,855,-2.340971309,-13,318,,19.57308006
-17.52,292,-925,1.147109339,17,849,-2.355770943,-13,316,,18.97979328
-17.9,300,-929,0.737096294,11,855,-1.611015341,-9,320,,19.33476332
-18.38,306,-921,1.682701869,25,851,-1.253142389,-7,320,,19.77737012
-17.63,294,-925,1.804516802,27,857,-3.529998433,-19,308,,18.93485503
-17.6,294,-927,1.942616351,29,855,-4.326625113,-23,304,,18.97598177
-16.8,281,-931,1.804516802,27,857,-3.623884121,-19,300,,18.15365305
-17.67,296,-929,1.779614408,27,869,-2.0722936,-11,304,,18.8098977
-17.75,298,-931,1.796138952,27,861,-3.507281283,-19,310,,19.09116174
-16.5,277,-935,0.863020928,13,863,-1.373262725,-7,292,,17.79520422
-16.87,283,-933,0.730264163,11,863,-0.569143321,-3,302,,18.1556116
-17.67,296,-929,1.663169335,25,861,-2.770209319,-15,310,,18.97222321
-16.83,281,-929,1.663169335,25,861,-3.221851391,-17,302,,18.07481212
-16.81,283,-937,1.791979123,27,863,-2.557898569,-13,291,,18.1556116
-16.23,271,-931,0.597499556,9,863,-0.991175257,-5,289,,17.43333562
-16.84,283,-935,1.128505233,17,863,-1.729879577,-9,298,,18.1556116
-18.12,304,-929,2.421344797,37,875,-5.602847578,-31,316,,19.15864287
-17.2,287,-927,1.267101031,19,859,-2.416888155,-13,308,,18.47491663
-16.54,277,-933,0.869062158,13,857,-1.354712083,-7,296,,17.91185606
-16.65,279,-933,1.544525935,23,853,-3.67272238,-19,296,,18.11188929
-17.48,292,-927,2.200031396,33,859,-4.732227076,-25,302,,18.77440191
-16.72,279,-929,1.920175268,29,865,-4.827701697,-25,296,,17.87671945
-16.2,271,-933,0.995768426,15,863,-2.164784091,-11,291,,17.43333562
-16.54,277,-933,0.33427652,5,857,0,0,296,,17.91185606
-16.57,277,-931,1.796138952,27,861,-3.648140028,-19,298,,17.83392448
-17.28,289,-929,1.530181794,23,861,-2.843473465,-15,302,,18.55460396
-17.12,285,-925,1.133758837,17,859,-2.113980149,-11,298,,18.35482799
-17.06,285,-929,1.393941084,21,863,-2.448650858,-13,304,,18.27541929
-17.48,292,-927,1.39717776,21,861,-2.806363689,-15,306,,18.7338368
-17.17,287,-929,1.410276153,21,853,-2.432665894,-13,306,,18.59596122
-16.68,279,-931,0.466892481,7,859,-0.193565634,-1,296,,17.99356143
-17.1,287,-933,1.636573215,25,875,-0.961246138,-5,298,,18.159448
-16.6,277,-929,2.081340757,31,853,-4.326625113,-23,304,,17.99044911
-16.05,269,-935,0.853136705,13,873,-1.406978589,-7,285,,17.12574557
-15.89,269,-945,0.834967111,13,892,-1.373262725,-7,292,,16.78167033
-16.1,271,-939,0.967739814,15,888,-2.179750895,-11,289,,16.97111067
-15.37,257,-935,1.65166591,25,867,-3.413590292,-17,285,,16.51107272
-15.06,251,-933,1.791979123,27,863,-5.349164921,-25,267,,16.21681692
-14.7,248,-945,1.741560778,27,888,-4.100972108,-19,265,,15.60391066
-13.36,224,-943,0.46798203,7,857,-1.656850073,-7,242,,14.64805217
-14.25,240,-945,0.851186966,13,875,-0.226463823,-1,253,,15.33816027
-15.94,267,-935,2.418583989,37,876,-5.120343569,-25,279,,16.95089451
-16.36,275,-937,2.701834987,42,890,-7.24613195,-37,291,,17.1705212
-15.51,259,-933,2.306403117,35,869,-4.366828751,-21,275,,16.59631885
-14.25,238,-937,0.875188556,13,851,-1.548154079,-7,259,,15.62472723
-14.22,238,-939,0.459405411,7,873,0,0,251,,15.24952951
-13.99,236,-947,1.101703539,17,884,-1.524619208,-7,263,,14.94751734
-14.51,244,-943,1.647866706,25,869,-4.497141098,-21,267,,15.68377629
-14.76,248,-941,1.906957684,29,871,-4.997930407,-23,263,,15.89321638
-14.4,240,-935,0.46798203,7,857,-0.648602242,-3,265,,15.64468967
-15.05,253,-941,0.458355386,7,875,-1.04162424,-5,275,,16.12681006
-15.05,253,-941,2.012963905,31,882,-4.010475292,-19,271,,16.00539894
-15.55,259,-931,1.817231098,27,851,-2.706506539,-13,275,,16.92747348
-15.34,257,-937,0.851186966,13,875,-1.447596302,-7,277,,16.36822887
-15.18,257,-947,1.111762245,17,876,-1.46879728,-7,273,,16.35054225
-14.54,244,-941,1.519597283,23,867,-3.643119693,-17,267,,15.71816951
-15.03,250,-931,1.136404022,17,857,-1.930582927,-9,267,,16.26273392
-15.33,259,-945,0.593374424,9,869,-0.206842587,-1,277,,16.59631885
-15.81,267,-943,0.850215434,13,876,-2.179750895,-11,289,,16.95089451
-16.21,273,-939,2.038364641,31,871,-3.366452791,-17,289,,17.40266344
-15.06,250,-929,0.06701242,1,855,-1.458119746,-7,275,,16.29875827
-15.68,263,-937,0.197343579,3,871,0.202457269,1,283,,16.80174492
-15.23,259,-951,0.576782316,9,894,-0.620506197,-3,277,,16.1567495
-15.21,257,-945,0.703371027,11,896,-0.643744209,-3,267,,16.00446109
-14.11,238,-947,1.113032511,17,875,-2.376945256,-11,265,,15.21629113
-13.19,220,-939,0.470176455,7,853,-0.704419164,-3,244,,14.46213408
-13.65,230,-947,1.367022995,21,880,-2.976692507,-13,250,,14.64734102
-14.14,238,-945,2.952093085,46,892,-7.316990122,-33,257,,14.93937775
-13.96,234,-941,3.016225156,46,873,-8.418643191,-37,250,,15.00488529
-12.85,216,-947,1.252524564,19,869,-4.190897727,-17,232,,13.95861637
-12.53,210,-945,0.593374424,9,869,-0.75384657,-3,228,,13.58544031
-13.37,226,-951,0.851186966,13,875,-2.095247665,-9,246,,14.48214198
-13.71,232,-951,1.601809774,25,894,-3.953170258,-17,246,,14.54776532
-12.96,218,-947,0.71778944,11,878,-1.670649365,-7,240,,13.94404615
-11.85,201,-958,0.065630722,1,873,1.789906423,7,224,,12.96582353
-12.48,210,-949,0.716158271,11,880,-1.743242408,-7,230,,13.42180368
-13.88,234,-947,1.351668917,21,890,-2.078365385,-9,248,,14.73085233
-14.25,242,-953,1.714546163,27,902,-4.294773214,-19,253,,15.01832551
-12.94,218,-949,1.377980024,21,873,-3.419975097,-15,251,,14.02076708
-12.76,214,-945,1.136404022,17,857,0,0,230,,14.02047873
-12.38,207,-943,-0.199635588,-3,861,1.728223609,7,232,,13.51835121
-13.28,228,-966,1.082122398,17,900,-2.095247665,-9,246,,14.21582023
-12.39,208,-947,-0.199635588,-3,861,0.734519317,3,234,,13.58124383
-13.53,226,-939,1.373262725,21,876,-1.629924074,-7,246,,14.46630393
-14.59,251,-964,1.964014689,31,904,-5.430038375,-25,263,,15.51753671
-13.5,226,-941,0.19779776,3,869,1.173926799,5,244,,14.57788754
-13.35,220,-927,-0.335844017,-5,853,1.629924074,7,246,,14.46213408
-13.59,226,-935,1.005083655,15,855,-0.22918136,-1,250,,14.80618257
-14.09,242,-964,1.981536617,31,896,-5.471396315,-25,261,,15.11430777
-12.8,216,-951,1.370135757,21,878,-0.24073659,-1,238,,13.82104561
-11.57,193,-943,1.924621926,29,863,-5.792782949,-21,207,,12.60608146
-11.03,185,-949,0.863020928,13,863,-1.383683732,-5,207,,12.09926275
-12.23,208,-960,1.73764956,27,890,-3.865452131,-15,222,,13.15434095
-12.42,214,-972,1.710755175,27,904,-5.613591903,-23,234,,13.3181827
-11.79,199,-953,1.35776898,21,886,-4.584652155,-17,212,,12.65880892
-10.14,169,-945,0,0,861,2.035029698,7,197,,11.10500517
-10.89,185,-962,0.976535752,15,880,-2.538538662,-9,203,,11.87222255
-11.5,197,-968,1.577124838,25,908,-4.584652155,-17,212,,12.24116552
-9.23,156,-960,0.982114867,15,875,-2.878362769,-9,179,,10.10878289
-8.65,144,-947,0.594743124,9,867,-1.694643106,-5,169,,9.430147646
-9.94,169,-964,1.209395093,19,900,-3.814065915,-13,195,,10.6350046
-11.52,199,-976,1.931982361,31,919,-6.602064791,-25,216,,12.21814639
-11.34,193,-962,1.319074531,21,912,-3.444194461,-13,216,,11.94877482
-11.43,191,-945,1.220238421,19,892,-2.998460128,-11,210,,12.08595525
-9.19,156,-964,-0.199635588,-3,861,2.878362769,9,179,,10.26968245
-7.81,132,-962,-0.195325308,-3,880,3.260153014,9,158,,8.530745661
-8.63,146,-962,1.099217234,17,886,-1.694643106,-5,169,,9.357401543
-9,152,-960,1.220238421,19,892,-3.012780459,-9,171,,9.670495551
-10.56,179,-960,1.34562341,21,894,-3.62852367,-13,205,,11.32223032
-11.86,201,-957,1.612627118,25,888,-4.458985098,-17,218,,12.75402818
-11.19,189,-955,0.846351382,13,880,-2.454025936,-9,210,,12.12140481
-11.46,195,-962,1.086952145,17,896,-1.856153707,-7,216,,12.27801837
-13.76,230,-939,0,0,792,-2.4895471,-11,253,,16.19347278
-8.07,140,-988,0.684280277,11,921,11.94414926,33,156,,8.643268812
-9.51,160,-955,0.064814051,1,884,0.872455083,3,197,,10.25918666
-10.89,187,-972,1.447823457,23,910,-5.295200554,-19,205,,11.61228682
-10.13,173,-968,1.339631731,21,898,-3.664175752,-13,203,,10.90443214
-10.15,171,-955,0.846351382,13,880,-2.121091437,-7,189,,10.99654421
-9.18,154,-953,0.459405411,7,873,-0.320084075,-1,179,,10.00421232
-11.37,193,-960,1.853787817,29,896,-5.792782949,-21,207,,12.15585344
-11.28,191,-958,1.460658925,23,902,-4.047192451,-15,212,,11.95584105
-11.25,191,-960,0.834967111,13,892,-0.275457712,-1,208,,12.08595525
-11.47,193,-951,0.455751204,7,880,0.803157374,3,214,,12.37012244
-11.86,201,-957,0.831240104,13,896,-3.263323687,-13,228,,12.64382975
-11.89,203,-964,1.587610339,25,902,-3.321467996,-13,224,,12.6833768
-11.6,197,-960,1.577124838,25,908,-4.458985098,-17,218,,12.24116552
-10.35,175,-958,0.321160569,5,892,-0.855095397,-3,201,,11.09976113
-8.91,150,-957,0.323335425,5,886,2.290604686,7,175,,9.609050407
-7.61,128,-958,1.101703539,17,884,-2.602556117,-7,154,,8.238941309
-8.18,138,-960,1.239689501,19,878,-3.932887075,-11,160,,8.932388762
-8.44,142,-957,1.601809774,25,894,-7.38602588,-21,162,,9.025254959
-7.3,123,-960,1.73764956,27,890,-8.07587745,-21,148,,7.868543569
-6.49,109,-958,0.711308941,11,886,-0.41517857,-1,138,,7.013545189
-7.14,121,-966,2.090616279,33,904,-8.18501683,-21,146,,7.623684404
-6.46,109,-962,1.729879577,27,894,-7.230225732,-17,134,,6.951400962
-4.82,80,-949,0.592012008,9,871,0,0,103,,5.247792256
-6.33,107,-964,0.83309944,13,894,0,0,125,,6.82506655
-7.08,121,-974,1.454212875,23,906,-3.388549067,-9,152,,7.607052368
-6.81,117,-980,1.825287447,29,910,-8.297125568,-21,144,,7.326389528
-6.64,113,-970,1.330743578,21,904,-6.115489266,-15,140,,7.124999688
-7.64,132,-984,1.936192859,31,917,-8.772716783,-25,162,,8.19130596
-7.11,121,-970,0.063520645,1,902,0,0,144,,7.640388894
-7.05,121,-978,1.692048882,27,914,-7.51642414,-19,144,,7.541239487
-7.24,123,-968,1.577124838,25,908,-6.465916979,-17,150,,7.714456223
-4.84,83,-980,0.691032391,11,912,-2.44704292,-5,117,,5.200081185
-5.03,85,-966,0.708112373,11,890,-0.498210448,-1,115,,5.455509035
-5.72,97,-968,1.570211094,25,912,-6.788958699,-15,126,,6.071120478
-5.76,99,-982,2.424751374,39,921,-12.76553593,-29,128,,6.135257745
-3.99,68,-976,1.077335376,17,904,-1.974929393,-3,87,,4.301748215
-1.84,31,-966,0.063946006,1,896,5.102153321,5,56,,1.981536617
-1.97,33,-960,0.965565529,15,890,-6.441585036,-7,62,,2.123472505
-1.25,21,-964,0.967739814,15,888,0,0,44,,1.354712083
-0.42,7,-958,0.585957764,9,880,-7.305742449,-5,39,,0.455751204
-2.6,44,-970,1.342620887,21,896,-4.763630551,-5,60,,2.81136702
-4.8,82,-976,0.818453548,13,910,-5.762619411,-11,109,,5.148998106
-3.41,58,-974,0.820256063,13,908,-5.000632904,-7,80,,3.654888482
-3.19,54,-968,1.082122398,17,900,-7.373749118,-11,85,,3.433622333
-4.23,72,-974,0.562930368,9,916,3.742979543,7,107,,4.494347143
-4.95,85,-982,0.80518309,13,925,-3.310933772,-7,121,,5.250260452
-3.04,52,-978,1.067887264,17,912,-3.667779479,-5,78,,3.263323687
-0.18,3,-962,0.450630617,7,890,7.305742449,5,39,,0.193130658
0.42,-7,-951,-0.855095397,-13,871,18.43490571,11,33,,-0.460460257
0.54,-9,-955,-0.598887375,-9,861,35.53759469,15,21,,-0.598887375
0.18,-3,-947,0.06701242,1,855,35.53759469,15,21,,-0.201036528
-1.15,19,-945,0.33427652,5,857,-7.124999688,-7,56,,1.270057126
-5.56,95,-976,2.989873982,48,919,-18.14553623,-39,119,,5.901873097
-6.65,115,-986,2.39360137,39,933,-12.84064899,-31,136,,7.026722519
-4.44,76,-978,0,0,919,2.834104389,5,101,,4.727511183
-4.45,76,-976,0.189719987,3,906,2.579141469,5,111,,4.795031158
-5.76,99,-982,1.186980939,19,917,-4.325050321,-9,119,,6.161814615
-5.21,89,-976,0.946427879,15,908,-5.659468606,-11,111,,5.598100746
-4.14,70,-968,0.575494942,9,896,-0.578724212,-1,99,,4.467148615
-3.43,58,-968,0.063380113,1,904,1.974929393,3,87,,3.671016429
-4.25,72,-970,1.454212875,23,906,-6.604820052,-11,95,,4.543747026
-3.8,64,-964,1.483677118,23,888,-7.957506619,-13,93,,4.122288172
-3.31,56,-968,1.217509404,19,894,-1.930582927,-3,89,,3.584305907
-3.39,58,-978,0.062824148,1,912,2.021360214,3,85,,3.638901436
-4.34,74,-976,0.69407629,11,908,-5.194416761,-9,99,,4.659171878
-4.48,76,-970,1.733755866,27,892,-10.86403452,-19,99,,4.869930328
-4.4,74,-962,0.834967111,13,892,-1.771465598,-3,97,,4.742366627
-4.88,83,-972,0.697147121,11,904,-1.520766105,-3,113,,5.245843975
-5.23,89,-972,1.070233724,17,910,-6.234465517,-13,119,,5.585875126
-5.11,87,-972,2.076844107,33,910,-11.10380747,-21,107,,5.461117354
-3.46,58,-960,0.065256971,1,878,3.14495011,5,91,,3.779414788
-4.89,83,-970,0.963400993,15,892,-2.626399497,-5,109,,5.316014209
-5.65,95,-960,2.537578352,39,880,-10.9390656,-23,119,,6.161463695
-4.71,78,-947,0.600281656,9,859,-1.605999234,-3,107,,5.188402733
-5.22,87,-953,0.325539937,5,880,-0.516163023,-1,111,,5.64610851
-5.98,101,-964,0.701804656,11,898,-3.626563303,-9,142,,6.417196561
-9.02,152,-958,1.985966039,31,894,-6.842757411,-21,175,,9.649268529
-9.29,158,-966,1.601809774,25,894,-4.063356491,-13,183,,10.0225801
-10.62,183,-976,0.313430383,5,914,0,0,207,,11.32196065
-11.93,207,-980,1.915321847,31,927,-5.81096627,-23,226,,12.58766395
-11.84,205,-978,1.454212875,23,906,-3.235007493,-13,230,,12.7495569
-11.66,199,-964,1.47372396,23,894,-3.381719416,-13,220,,12.54913451
-10.7,181,-958,1.222979698,19,890,-3.62852367,-13,205,,11.49548834
-9.9,166,-951,1.10671004,17,880,-3.296108265,-11,191,,10.68251492
-11.48,195,-960,1.351668917,21,890,-4.124756961,-15,208,,12.35825616
-10.7,181,-958,1.487024774,23,886,-2.563764216,-9,201,,11.54599605
-10.58,179,-958,1.35776898,21,886,-3.700534402,-13,201,,11.42178716
-10.4,177,-964,1.619920194,25,884,-3.16387622,-11,199,,11.32236973
-10.48,177,-957,1.354712083,21,888,-4.310615745,-15,199,,11.27267689
-10.36,175,-957,1.360839702,21,884,-4.354210881,-15,197,,11.19768401
-10.62,179,-955,1.354712083,21,888,-2.563764216,-9,201,,11.39673634
-10.58,179,-958,1.231277918,19,884,-4.26788332,-15,201,,11.44694688
-10.56,179,-960,1.360839702,21,884,-4.26788332,-15,201,,11.44694688
-10.56,179,-960,1.231277918,19,884,-3.132457874,-11,201,,11.44694688
-10.58,179,-958,1.493765602,23,882,-3.16387622,-11,199,,11.4722162
-10.48,177,-957,1.35776898,21,886,-4.310615745,-15,199,,11.29746938
-10.66,181,-962,1.104201115,17,882,-3.775456996,-13,197,,11.59694345
-10.58,179,-958,1.360839702,21,884,-4.310615745,-15,199,,11.44694688
-10.54,179,-962,1.354712083,21,888,-3.101656777,-11,203,,11.39673634
-10.48,177,-957,1.623591518,25,882,-3.700534402,-13,201,,11.34737865
-10.59,179,-957,1.354712083,21,888,-4.310615745,-15,199,,11.39673634
-10.36,175,-957,1.360839702,21,884,-4.26788332,-15,201,,11.19768401
-10.56,179,-960,1.35776898,21,886,-3.664175752,-13,203,,11.42178716
-10.62,179,-955,1.616265431,25,886,-3.700534402,-13,201,,11.42178716
-10.48,177,-957,1.493765602,23,882,-3.16387622,-11,199,,11.34737865
-10.47,177,-958,1.099217234,17,886,-3.132457874,-11,201,,11.29746938
-10.59,179,-957,1.351668917,21,890,-4.310615745,-15,199,,11.37179372
-10.12,171,-958,1.225733317,19,888,-3.330909591,-11,189,,10.89985961
-10.47,177,-958,1.487024774,23,886,-4.310615745,-15,199,,11.29746938
-10.59,179,-957,1.354712083,21,888,-4.398695069,-15,195,,11.39673634
-10.7,181,-958,1.487024774,23,886,-3.16387622,-11,199,,11.54599605
-10.59,179,-957,1.490387568,23,884,-3.101656777,-11,203,,11.44694688
-10.85,183,-955,1.35776898,21,886,-3.101656777,-11,203,,11.67009502
-11.06,187,-957,1.483677118,23,888,-2.970223662,-11,212,,11.89188198
-10.62,179,-955,1.354712083,21,888,-4.26788332,-15,201,,11.39673634
-10.38,175,-955,1.490387568,23,884,-3.737620803,-13,199,,11.19768401
-10.62,179,-955,1.34863939,21,892,-3.737620803,-13,199,,11.34695861
